,Unnamed: 0,segment,sentiment,embeddings
2644,2644,overall the mcof and those develop at the ro and co level have help iom achieve the four objective of the operational framework at these respective level with the fourth objective faring best i.e. mcof have help iom build on -PRON- partnership with state international organization and other relevant actor in the field of humanitarian response migration peace and security and development at all level co ro and hq,positive,[ 3.131405  -1.4448065 -2.7379203]
2645,2645,other report outcome and impact of the mcof at the global regional and country level include increase stakeholder a awareness about and the knowledge and capacity to prepare respond to and transition and recover from a crisis situation and b interest in obtain iom support for prepare respond to and transition and recover from crisis situation,positive,[ 2.867525 -1.258791 -2.677195]
2646,2646,several promotional activity be also implement during the preparatory phase with good overall performance,positive,[ 3.2571003 -1.7714219 -2.395562 ]
2647,2647,an effective contribution to reconstruction in post crisis situation through return of qualified national temporary and permanent be also confirm,positive,[ 0.55652225  1.2824183  -2.7714543 ]
2648,2648,concern other iom project include a development component the work in post crisis situation for the development of community affect by significant return and subject to economic pressure with migration remain often the only solution for -PRON- population deserve continued attention and should be promote as a long term community development alternative,positive,[-1.4339672  1.8050095 -0.5048815]
2649,2649,migrant in turn could freely interact with the international organization for migration iom and receive information in -PRON- mother tongue,positive,[ 1.7893375 -0.1319979 -2.4855742]
2650,2650,during the evaluation interview but also a survey conduct among im a high awareness of australian government policy and the danger surround irregular sea pathway be note by over 90 of the interview im,positive,[ 0.3139229  1.326162  -2.326942 ]
2651,2651,consequently aside from an isolated case of an intercept vessel there have be no other attempt of irregular vessel leave indonesia since 2014,positive,[ 0.34405226 -1.0081177   0.6041243 ]
2652,2652,despite these challenge project cost effectiveness and fund management remain commendable due to high project diligence,positive,[ 3.3274374 -2.0535667 -2.3183858]
2653,2653,dignified and respectful accommodation and living condition be provide respect basic human right requirement in term of assistance to be provide,positive,[-0.31141558  1.4428802  -1.8247049 ]
2654,2654,there be also an unexpected positive impact with a gradually improve mentality of the neighbourhood where the centre be locate,positive,[ 3.2979789 -1.7911763 -2.4417982]
2655,2655,overall iom staff interview or survey find the strategy to be relevant and beneficial for raise the awareness on the importance of the private sector and a framework under which to engage with the private sector,positive,[ 2.8622499 -2.1042054 -1.5026159]
2656,2656,these have the potential to lead to a more sustainable engagement process with the private sector,positive,[ 3.2626028 -1.9525526 -2.173026 ]
2657,2657,drd implement several activity to support office such as guidance and tool development provide direct funding for country office to increase -PRON- own engagement and provide a significant portion of the allocate fund to usa for iom to improve resource mobilisation,positive,[ 1.4888664 -0.0231817 -2.4405024]
2658,2658,during the first two year of implementation of the strategy the focus have be on put in place some key structural adjustment and guidance such as the due diligence process the guideline on private sector engagement and strengthen usa for iom,positive,[ 1.0615429  0.675235  -2.7255423]
2659,2659,in some case the outcome be see as exceed expectation but in most case -PRON- be consider in line with expectation,positive,[-1.5405875  2.1423426 -0.6265538]
2660,2660,sound management of the facility as be now the case prevent abuse and potential problem regard allocation of fund,positive,[ 2.5204027 -1.9604487 -1.428008 ]
2661,2661,concrete step towards establish a policy and strategic framework to support this beneficiary group be on- go,positive,[ 2.2087953  -0.38129386 -2.8984842 ]
2662,2662,the survey iom office confirm that with iom support stakeholder and government have continuously and steadily improve and strengthen the local care and protection support capacity and the special treatment for the child,positive,[ 3.3144493 -1.7385533 -2.5599248]
2663,2663,there be a strong potential to contribute further to child protection assistance which require an investment for reinforce iom global institutional framework and policy the production of reliable datum and target capacity building for the field staff,positive,[ 0.8736978  0.5623845 -2.4187295]
2664,2664,the survey also note the positive trend in prevention as such assistance be be increasingly provide through component include for instance school campaign on traffic in person textbook for the primary school include prevention of child trafficking and most importantly the child be be provide with message to easily recognise the danger of trafficking,positive,[ 2.867797  -1.1314707 -2.6286721]
2665,2665,-PRON- also help to improve relationship within community as the different ethnic group have to work together for the benefit of the overall community,positive,[ 0.94178283  0.811139   -2.440385  ]
2666,2666,the eu bk ii programme complete 29 project across 25 municipality in kosovo,positive,[ 2.5424192 -0.8681114 -2.257841 ]
2667,2667,furthermore although -PRON- be not stipulate as part of the tendering requirement some municipality do conduct community meeting prior to propose -PRON- project thereby increase community participation and ownership,positive,[ 1.5550753  -0.21630478 -2.0927577 ]
2668,2668,nonetheless the programme overachieve in -PRON- target indicate notable effort by stakeholder to adjust implementation in order to address concern and strong outreach from iom and -PRON- stakeholder to encourage people to apply,positive,[ 3.3382301 -2.3640144 -1.8274784]
2669,2669,over eur 4 million be disburse into 25 municipality without any incident of corruption mistrust or complaint about the process or final output,positive,[ 1.5418314  -0.15369965 -2.1073885 ]
2670,2670,as a result of lesson learn from phase i iom include measure to increase sustainability in phase ii such as a commitment from the municipality to maintain the site over the course of three year at least with a related budget provision,positive,[ 3.2937734 -1.7661841 -2.4528067]
2671,2671,the umbrella letter of understanding ulou sign in april 2011 with the office for the coordination of humanitarian affair ocha aim at improve efficiency and transparency contribute to reduce the time require to disburse the fund to the field enhance further iom rapid response capacity to emergency,positive,[ 0.18754822  1.4818902  -2.37786   ]
2672,2672,when work with local partner iom also aim to develop the operational and administrative capacity of the national ngos recruit,positive,[ 2.4237657  -0.74697876 -2.7833908 ]
2673,2673,example include the partnership with unhcr across a range of action cccm shelter and nfis multi sector for refugee who and health cluster for health fao unicef for the wash cluster inter agency mental health and psychosocial support working group among other,positive,[ 2.626414  -1.0435702 -2.4055064]
2674,2674,the focal point also ensure efficient information flow between iom field office iom headquarters and the cerf secretariat,positive,[ 2.8977442 -1.3706956 -2.5291867]
2675,2675,nevertheless datum reveal that most knowledge management effort implement since 2012 have be effective with the most frequently report change and outcome produce be enhance efficiency effectiveness and reporting of activity consolidated and improved access to information and datum and improve quality of knowledge produce store and share,positive,[ 3.1398652 -1.9795443 -2.073021 ]
2676,2676,the provision of target capacity building in disaster search and rescue humanitarian assistance emergency first responder and first aid in addition enhance the resilience and self reliance of the nation,positive,[ 2.7901363 -0.9407247 -2.8384132]
2677,2677,the reconstruction and rehabilitation work in the affect state of chuuk and yap totalled usd 41.5 million and result in 422 new home build and 153 public infrastructure project finalise,positive,[ 3.2581606 -1.8343451 -2.3257103]
2678,2678,the process of revise the usaid operational blueprint obp result in joint assessment which now include the federal emergency management agency fema usaid state and national government as well as representative from the international organization for migration iom,positive,[ 1.7364494   0.18131293 -3.011859  ]
2679,2679,the project effectively contribute to the strengthened preparedness for disaster in the provision of tool material and contingency plan already institutionalise by the island nation,positive,[ 3.4065928 -2.0475905 -2.2390237]
2680,2680,commendable flexibility exert by the project to stay on track despite the adverse condition in the federated states of micronesia be note especially in case of a slow initial response of the government to offer mitigation measure and conduct public outreach in addition to the governmental change unmaterialize commitment to provide national vessel or information on public infrastructure,positive,[ 3.0151489 -2.2468119 -1.5917892]
2681,2681,overall a positive impact have be note as the operational framework for drr and drm have be establish follow the test sop with the tabletop exercise now co own by the federated states of micronesia project partner be include in the government budget,positive,[ 2.8409555 -0.88713   -2.9364223]
2682,2682,the unplanned positive effect from the distribution of menstrual hygiene kit and the cookhouse consultation in the republic of the marshall island be see through open discussion on topic previously consider as taboo and the change of attitude as both government become generally more interested and aware of the importance of the gender perspective in response to disaster a gender perspective now be include in the development of disaster response plan or contingency plan,positive,[ 1.647249    0.07475521 -2.6482756 ]
2683,2683,there be visible instance of increase local ownership such as policy set aside under 2019 budget preparation to include large allocation for drm or national contribution increasingly provide to the organization of annual outer island focal point workshop and tabletop exercise,positive,[ 2.5324526 -1.4090865 -2.003837 ]
2684,2684,however these minor coordination gap have no impact on the overall delivery of the project,positive,[-0.8285174 -1.8002044  3.1302814]
2685,2685,the cluster be able to send expert to country office require cluster support that do not have the technical knowledge or financial mean to do so,positive,[-2.5249765  1.0913169  1.663187 ]
2686,2686,a positive outcome of the development of the mend be -PRON- contribution to build partnership with civil protection cp agency in over 15 country and to build the capacity of national authority to address preparedness for natural disaster,positive,[ 3.3646674 -1.4513447 -2.7720718]
2687,2687,cluster team member maintain good working relation and technical exchange correct any potential delay or coordination gap and ensure that result be meet on time,positive,[ 3.0555472 -1.6619483 -2.3821092]
2688,2688,the evaluation find that the design of phase ii be a continuation of the initial phase and that there be a logical flow between both phase,positive,[ 1.5819054  -0.01272604 -2.5248241 ]
2689,2689,the evaluation analyse the logical framework apply to the project make some recommendation on improvement of the indicator note overall that the framework be well developed,positive,[ 2.979097  -1.7738812 -2.0067906]
2690,2690,finally the division of labour between the three agency be in line with -PRON- respective area of expertise and interest the project be design so that most of the activity of each result could be implement independently of the other result or contribution from the other agency with the notable exception of result 2 which be implement by both iom and unhcr,positive,[ 0.35992262  0.95989674 -1.9125967 ]
2691,2691,the agreement to create a strategic advisory group sag in 2016 be a positive step towards increase and strengthen partnership,positive,[ 2.7056108  -0.90530044 -2.7951558 ]
2692,2692,look at the current iom structure and standard procedure in place the evidence suggest that these be facilitate a relevant use of the dtm and -PRON- institutionalization in the organization,positive,[ 1.9034469 -1.1460533 -1.4594178]
2693,2693,this information in turn have inform iom programmatic intervention and those of external partner adapt these to the change need and displacement dynamic as per the dtm datum gather,positive,[ 2.8288717 -2.0258644 -1.7003465]
2694,2694,dtm have also inform stakeholder programming and facilitate the creation of partnership with key stakeholder,positive,[ 3.370432  -1.8781006 -2.5895333]
2695,2695,for planning and implement future dtm activity debriefing and consultation with staff and partner be reportedly frequently use at hq and cos to identify lesson learn and good practice to feed back into these effort,positive,[ 2.5523615 -1.7336965 -1.4937733]
2696,2696,use a range of tool methodology and technology for the four component the dtm have prove to be an effective and efficient system in provide donor un agencies ngos and government partner with relevant timely and continuous datum on displacement and the change need location and vulnerability of idps,positive,[ 3.349514  -2.080475  -2.2709098]
2697,2697,-PRON- be interesting to note that operation that be not fully in line with the criterion for the use of mefm be more successfully reimburse,positive,[-1.878165    2.1462936  -0.20399667]
2698,2698,resolution no 1229 establish a target balance of usd 30 million for the mechanism and fundraise effort be make by iom to reach this amount,positive,[-0.5938247  1.9575226 -1.926297 ]
2699,2699,furthermore the project be community focus and in line with the government strategy for the country,positive,[ 2.9285445 -1.3372304 -2.527803 ]
2700,2700,om have funding available to support the implementation of activity accord to the cbdrm plan for 18 community and -PRON- be recommend that this be plan and decision communicate to the community,positive,[ 2.8256812 -1.4343345 -2.2311058]
2701,2701,all five community acknowledge that -PRON- feel more prepared to withstand a natural disaster,positive,[ 1.6861845  -0.10559837 -2.4614146 ]
2702,2702,om develop video in tok pisin3 and english to teach people about hazard and how to mitigate against -PRON-,positive,[ 0.31146783  1.2907181  -2.2662551 ]
2703,2703,iom also conduct outreach in school and market place on a more ad hoc basis,positive,[-0.8084247  1.9234843 -1.4817729]
2704,2704,proper planning and adequate structure be key in light of the vastness of the country the lack of transport option and hence the cost of operation countrywide,positive,[-0.92048204  1.5322981  -1.1317478 ]
2705,2705,within the cbdrm approach the project train community facilitator and develop strong relationship with the community which be praise by most interviewee,positive,[ 1.8415574 -0.2778506 -2.4778175]
2706,2706,om adapt -PRON- cls approach by provide this information during the visit to the community,positive,[-0.82178366  2.1149182  -1.7056962 ]
2707,2707,furthermore iom also raise awareness to the large public through billboard radio print and tv message and a successful partnership within the png public broadcasting station,positive,[ 3.3904188 -1.8030604 -2.431717 ]
2708,2708,iom have build several measure that be appropriate and present in phase iii such as ensure that the ownership of the project belong to the government with iom maintain a support role strengthen the relationship between the community and local government and identify stakeholder governmental entity ngo and private sector that can help to support the plan,positive,[ 2.9709527 -1.3640794 -2.6434836]
2709,2709,-PRON- also maintain sufficient flexibility to adjust to relevant change to further advance the objective for instance by provide the secondment to the key government agency and include the mgi methodology,positive,[ 0.03155224  1.2638328  -1.8404932 ]
2710,2710,iom have a comparative advantage to work with government in well integrating migration into the sdg action and measurement,positive,[ 3.1262813 -1.6069431 -2.5515895]
2711,2711,the use of an online platform for collect the datum relate to the mgi,positive,[ 1.4432076  -0.15565553 -2.157783  ]
2712,2712,finally -PRON- should be note that the government stakeholder be keen on share -PRON- experience in integrate migration in the sdgs to other country,positive,[-0.8575337  2.2510936 -1.7299118]
2713,2713,many staff will agree that the marker be strengthen the gender component of project and intervention,positive,[ 1.0296111  -0.12828632 -1.3051766 ]
2714,2714,overall the evaluation find that the organizational arrangement to support the implementation of the gender policy be adequate and have contribute to advance gender mainstreaming in the organization although this be not do consistently,positive,[ 1.9082078  -2.0065732  -0.33352828]
2715,2715,the policy have contribute to sustainable change in organizational culture,positive,[ 3.1652844 -2.303136  -1.6966488]
2716,2716,as to the relevance of the measure select for implement the policy and strategy iom adopt the tool commonly use by international agency and government for instance the creation of a centralized working group and organization wide gender focal point,positive,[ 0.99274266  0.7204507  -2.5493517 ]
2717,2717,in term of performance and achievement numerous activity have be effectively implement as gender relate initiative since adoption of the policy and strategy and establishment of the new structure in 2000,positive,[ 3.160199  -2.070595  -2.0154762]
2718,2718,the report conclude that iom have be effective in implement -PRON- gender policy and strategy for staffing very interesting and successful result be record such as the adoption of paternity leave and near parity proportion of male and female p staff,positive,[ 3.3626091 -2.1025822 -2.2549243]
2719,2719,finally in term of global impact and sustainability interesting cooperation be note with other international partner and government and iom should be more ambitious in contribute to the understanding of the dynamic of migration from a gender viewpoint and in play a leading role in that field in close cooperation with other partner such as unfpa or undp,positive,[ 1.2033736   0.41340908 -2.592095  ]
2720,2720,om be increasingly recognize as 2 a partner in the field of migration gender aspect include particularly since the un high level dialogue on international migration and development,positive,[ 1.8801057  -0.27888846 -2.6872642 ]
2721,2721,technical expertise on global environmental issue political independence global representation and membership and -PRON- set up as a normative institution,positive,[ 2.018622  -0.2945251 -2.8809917]
2722,2722,in both version of the theory of change a central causal pathway on the science- policy interface and normative work could be add as well as relevant output area of marketing and communication and capacity development deliverable,positive,[-0.8213071  1.7957733 -1.4038353]
2723,2723,also regional fora like the african ministerial conference and the committee of the african head of state have be influence,positive,[ 1.8229355  -0.37308085 -2.2092214 ]
2724,2724,effort by the substantive branch to reduce problem relate to this and other administrative issue be ongoing and include pro active peer to peer sharing and learn among fund management officer,positive,[ 3.0822265 -1.7562226 -2.274033 ]
2725,2725,the theory of change for individual project with a define project period a clear design stage and relatively clear activity output outcome intermediate state and impact be more widely use,positive,[ 0.7138026 -0.8908884 -0.1892234]
2726,2726,-PRON- show the sub programme have substantial influence on initiate and accelerate novel concept in global process as well as on stewarde implementation until -PRON- can be hand over to appropriate partner and involve broad alliance in these follow up stage,positive,[ 2.0287256  -0.25800082 -2.8082244 ]
2727,2727,during the period under review 2010 17 the resource efficiency sub programme have make considerable progress in develop a robust and transparent result reporting system,positive,[ 2.8436599  -0.85016966 -3.0982406 ]
2728,2728,the result i.e. expect accomplishment that have be report be base on exploration of the datum carry out during this sub programme evaluation find to be evidence- base and consistent with external source of information,positive,[ 3.1599312 -2.289723  -1.8918899]
2729,2729,the programme of work 2018 2019 for the sub programme be design around 10 rather than the former 5 indicator give more homogeneity in each indicator,positive,[-1.5605398  2.4638069 -1.0547202]
2730,2730,importantly regional and sub- regional office be well position to amplify demand drive input to offset what some see as a strong supply drive approach within the sub programme,positive,[ 1.7269946  -1.8347259  -0.42681688]
2731,2731,theme of resource efficiency sustainable consumption and production and more specifically inclusive green economy and sustainable finance have make -PRON- mark at a global level and be embed in various initiative of important global fora such as g7 and g20,positive,[ 2.686432   -0.77998227 -2.9107122 ]
2732,2732,large project have demonstrate the potential of concert action by the racs to develop policy generate learning to pilot new approach and methodology and to link action on the ground to policy work,positive,[ 3.0087504 -1.2295661 -2.715838 ]
2733,2733,nevertheless the evaluation find that the pow intervention be foundational in nature with immediate outcome expect to facilitate and enable onward contribution to the intermediate outcome and impact through compliance with the barcelona convention and protocol and implementation of related strategy at the country level,positive,[ 3.1908884 -1.6352825 -2.730273 ]
2734,2734,there have be significant delivery in all six thematic area in line with the purpose of the pow,positive,[ 2.348031  -0.4819198 -3.0638235]
2735,2735,on the plus side measure to address the deficit reinforce the ongoing effort to increase efficiency and effectiveness in the map system reform and map be now well position to meet future challenge,positive,[ 1.0042559   0.72612375 -2.5139155 ]
2736,2736,the evaluation finding suggest that unep have seek to mainstream gender into the core business process of the organization,positive,[ 2.8314714 -1.8799374 -1.6133064]
2737,2737,while the majority of unep staff member be aware of the existence of the gepa 61.5,positive,[-0.09615068 -0.79546154  0.66215044]
2738,2738,this orientation be reflect in the mts by make gender responsiveness one of the support institutional mechanism to enable the delivery of six priority sub programme for the period 2010 2013,positive,[ 0.68347764  0.6105616  -1.9982681 ]
2739,2739,nep have achieve a high woman representation in staffing at 58 female and 42 male,positive,[ 3.0014482 -1.7550132 -2.103353 ]
2740,2740,a clear set of criterion have be establish and follow through with the engagement of the sga and the gender focal point,positive,[ 0.120583    0.46401992 -0.8364599 ]
2741,2741,the unep executive director head of division and the recruitment review panel include the sga play a positive role in achieve good progress in gender balance of staff,positive,[ 3.4566407 -1.9176685 -2.4049523]
2742,2742,unep have consistently work with partner include un agency at interagency level and the result of these collaborative effort and alliance in various thematic area on gender be very positive,positive,[ 3.2265925 -1.780488  -2.467793 ]
2743,2743,this be a great improvement on previous pow planning modality,positive,[ 2.568     -1.6407279 -1.7357615]
2744,2744,despite these shortcoming interview with sub- programme co ordinator do reveal a perception that the level of inter divisional discussion and collaboration have markedly increase as a result of the reformed pow planning process,positive,[ 2.8719945 -2.4870994 -1.1297233]
2745,2745,the strategic intent of the reform process have be clearly articulate in the medium term strategy and programme document and seem to be largely understand by staff especially subprogramme coordinator,positive,[ 3.0228739 -2.2609003 -1.6856439]
2746,2746,the basic management structure and mechanism as well as policy instrument e.g. accountability framework evaluation policy monitor policy resource mobilization policy science strategy strategic presence policy paper communication and capacity development strategy partnership policy have be put in place and step have be take to build capacity to deliver within the matrix structure,positive,[ 2.4455104 -0.9672488 -2.3876047]
2747,2747,in spite of the fault and weakness that have be highlight in pow design in this evaluation the evaluation office believe that introduce a strong result focus into the new pow planning process be the right decision and should still be regard as the most fundamental work plan principle,positive,[ 0.71741384  0.9311276  -2.431256  ]
2748,2748,ccsp strategy largely focus on achievement at the country level but be also derive from relevance to global agreement and the need to devise test and standardize tool and methodology for specific environmental challenge with global applicability,positive,[ 1.1531261  -0.34983572 -1.4614592 ]
2749,2749,delivery of output across component present a somewhat mixed picture,positive,[-0.46322688 -2.041196    2.9734569 ]
2750,2750,overall survey response and interview with unep staff and field visit partner view unep as become more effective by be more focused and strategic under the ccsp over the course of the period consider by the evaluation,positive,[ 1.4073689   0.13252634 -2.2722325 ]
2751,2751,unep have promote south south cooperation for knowledge exchange and information share on adaptation,positive,[ 2.0610766  -0.44652113 -2.563481  ]
2752,2752,these important analysis continue to inform climate change negotiation and new climate initiative with mitigation component,positive,[ 2.0906959 -0.3011559 -2.8574347]
2753,2753,-PRON- be see as good opportunity to information exchange comparative analysis and mutual learning by both country representative meet during the field visit and by unep staff post in the regional office,positive,[ 1.3611382  0.5643377 -2.8574367]
2754,2754,pilot at the country level have be an important intervention strategy,positive,[ 2.2898798  -0.98212296 -2.2054353 ]
2755,2755,where request unep provide assistance to the development of national adaptation plan of action napas but have also move beyond broad plan into new specific arena to inform government and policy under the eba approach such as toward coastal ecosystem urban setting and the agricultural sector,positive,[ 1.5699104  -0.14566742 -2.2228558 ]
2756,2756,through participation on joint programme with undp and fao at the country level unep have also be relatively successful in encourage and influence cc adaptation policy and strategy as be the case in the philippines and peru,positive,[ 3.2593465 -1.4538703 -2.783216 ]
2757,2757,but unep 's intervention have be successful in influence some country in make sound mitigation policy choice such as on the adoption of improved policy and practice in term of use solar base technology,positive,[ 2.8119433 -1.8503108 -1.5391438]
2758,2758,nep and other partner facilitate direct engagement between government representative civil society and climate change and finance expert to form comprehensive national climate fiscal framework,positive,[ 2.3193483  -0.45675528 -2.8481493 ]
2759,2759,this should be see in a broad context where the overall market demand for carbon offset and relate investment in climate change mitigation programme and project have be decline steadily since 2013 with investment under the clean development mechanism cdm grind to a halt since the unfccc cop in warsaw november 2013,positive,[-0.6083617  1.8629444 -1.6731758]
2760,2760,unep also demonstrate the potential of management of agricultural landscape for terrestrial carbon sequestration,positive,[ 2.791893  -0.9186556 -2.7265832]
2761,2761,the first and second medium term outcome be expect to contribute to improve resilience of vulnerable ecosystem and sustain ecosystem service under climate change while the second and third be expect to contribute to reduce global ghg emission,positive,[ 1.6764117   0.14871775 -2.8103318 ]
2762,2762,the case for eba be convincing as the approach have potential to deliver multiple co benefit and help avoid mal adaptation,positive,[ 2.8349867 -1.5935657 -2.1179705]
2763,2763,mature technology such as solar water heating system and energy saving light bulb be increasingly adopt by country,positive,[ 2.5038455 -1.5287272 -1.7152414]
2764,2764,however some project have specific output intend to promote dissemination of good practice and lesson learn e.g. through climate change knowledge network support by unep,positive,[ 2.0961373  -1.9079858  -0.66102976]
2765,2765,partner value unep for -PRON- in house expertise as well as -PRON- access to target technical assistance through regional and global knowledge network,positive,[ 0.974486   0.6590987 -2.6967487]
2766,2766,attempt be be make to mainstream eba approach in the work of other un agency and already undp and fao be apply the eba approach,positive,[-1.5071766   1.8641675  -0.51866704]
2767,2767,many mitigation project involve the private sector directly or through industry association and private sector engagement be key for the positive result achieve in energy finance relate project,positive,[ 0.09033041  1.3086336  -2.1775382 ]
2768,2768,this engagement and participation of stakeholder create buy in for planning and investing which promote uptake and use of approach measure and technology promote by unep and contribute to sustainability and up scaling,positive,[ 2.9279509 -1.2047503 -2.78857  ]
2769,2769,however technological advance and massive expansion of production capacity particularly in china have increase the competitiveness of re and ee technology,positive,[ 2.148881  -1.6337473 -1.1206703]
2770,2770,the change provide some precision and realism to otherwise very ambitious objective with a wide scope of work and variety of actor involve,positive,[ 1.5175726 -1.7379236 -0.4331238]
2771,2771,unep staff have increasingly attend as one team with more coherent common message and back by influential publication such as the emission gap report prepare by the unep chief scientist with dtie support since 2010,positive,[ 1.2488357  0.3023475 -2.298099 ]
2772,2772,unep have several comparative advantage that make -PRON- fit to engage on cc issue especially at the global level such as a broad environmental perspective and expertise in link climate change to other environment and development issue in an integrated manner a global environmental mandate and scientific expertise support by a wide network of scientific institution and collaborate centre,positive,[ 3.0056205 -1.3514745 -2.728876 ]
2773,2773,the mitigation component have the close direct link to the unfccc high- level objective be perhaps the most evenly balance between global and country level objective,positive,[ 2.3822265  -0.96975213 -2.3418698 ]
2774,2774,unep appear to have be very successful in establish knowledge network on energy and climate change mitigation in several part of the world,positive,[ 3.338479  -1.9801533 -2.1561832]
2775,2775,regard technology effort make by unep in term of capacity building awareness raising production of prove scientific material and publication have enable country to have access to and use clean more efficient and renewable energy technology,positive,[ 2.8543324 -1.1595708 -2.7726586]
2776,2776,unep have meet and exceed target for assess land use change biodiversity forest loss carbon stock and multiple benefit over the period consider by the evaluation,positive,[ 0.7770299   0.91113824 -2.3527024 ]
2777,2777,the unep undp poverty and environment initiative support climate public expenditure and institutional review cpeir in tanzania bangladesh and nepal be also particularly well receive by partner country and have be heavily utilize for talk point for political actor and decision maker,positive,[ 2.904401  -1.1013149 -2.6333942]
2778,2778,in consultation with key ministry official and relevant agency unep have be successful in support country in -PRON- adaptation planning process,positive,[ 3.2721233 -1.859746  -2.2956946]
2779,2779,unep have be successful as well in establish public private partnership to phase out inefficient energy technology such as incandescent light bulb through the gef fund en.lighten initiative and inefficient highly polluting motor vehicle through the global fuel economy initiative gfei and the partnership for clean fuel and vehicle pcfv,positive,[ 3.318367  -1.9317214 -2.0676608]
2780,2780,partner country interviewee express increase confidence and capability within national government especially ministry of environment to secure financing for adaptation over the period consider by the evaluation,positive,[ 3.023392  -1.7380223 -2.1580925]
2781,2781,with financing secure implementation of napa priority have start address the resilience of ecosystem water forest and land,positive,[ 1.7473444  -0.11050273 -2.5194542 ]
2782,2782,the unep undp poverty and environment initiative be also particularly useful in prioritize long term climate financing in six country,positive,[ 2.7663565 -1.0577874 -2.419373 ]
2783,2783,notwithstanding during the desk review and country visit the evaluation collect some anecdotal evidence which help to illustrate unep contribution towards impact,positive,[ 1.6608435  -0.00665757 -2.6901474 ]
2784,2784,new project such as the firm have specific work dedicate to promote cross ministerial and multi sectorial collaboration,positive,[ 2.9584126 -1.6022167 -2.1984098]
2785,2785,this process be thorough but time consume and unep staff be generally favourable to this new way to deliberate on -PRON- collective vision of the ccsp,positive,[ 2.7683907 -1.2456063 -2.4793773]
2786,2786,over the last few year more and more partnership request have be come in from a variety of stakeholder and develop these relationship be time consume,positive,[ 0.3691029  0.8287078 -1.7284782]
2787,2787,at country level unep be increasingly build strong partnership beyond traditional partner e.g. ministry of environment,positive,[ 1.3307503   0.24353181 -2.4518147 ]
2788,2788,preparation process for the mts 2014 2017 and correspond pow be highly consultative with prominent role for sub programme coordinator and focal point involve a broad array of internal and external stakeholder and with an important role play by a task team of hand pick staff across the organization that have a strategic perspective,positive,[ 2.558939  -0.9119015 -2.6165814]
2789,2789,while remain broadly in line with mts 2010 2013 -PRON- also build on lesson learn from the previous period,positive,[ 1.1787571   0.35349175 -2.3560636 ]
2790,2790,the new mts also present service line for unep which be directly derive from -PRON- comparative advantage and along which many pow output would be forge during pow development,positive,[ 1.9016463 -0.7232927 -1.7992566]
2791,2791,in the pow 2014 2015 set of indicator of achievement for the eas often lack specificity or miss part of the result capture in the ea,positive,[-1.0348102 -1.1527398  2.7265084]
2792,2792,this level of detailed planning have be emphasise and strengthen since the last formative evaluation,positive,[ 2.3945718 -1.0697817 -2.2137454]
2793,2793,quite some progress have be make in integrate gender in the pow include in an executive office ea geographical representation and gender balance of staff a programme support indicator of achievement percentage of unep project that can demonstrate the integration of gender consideration in project implementation and increasingly in sub programme narrative and result,positive,[ 2.9696865 -2.352707  -1.3514847]
2794,2794,most toc narrative present the most important external factor driver and assumption affect change along the causal pathway,positive,[-1.3340932   1.3953546  -0.12265096]
2795,2795,prodocs have much improve in the way -PRON- present the project context and often contain a convincing problem analysis,positive,[ 3.1008515 -2.490579  -1.4036286]
2796,2796,technological support and capacity building intervention include the development of various tool and methodology for the sound management of c&w and strengthen environmental law institution and judicial system particularly in the context of mea,positive,[ 2.8523421 -0.9088066 -3.1234381]
2797,2797,the sub programme have be largely successful in provide information and raise national awareness for the production and use of c&w in an environmentally sound manner,positive,[ 3.3999033 -1.8017404 -2.54671  ]
2798,2798,integrate the sound management of chemical into sustainable development strategy involve integration in development assistance programme include undaf process and mobilize resource to implement activity that low chemical risk,positive,[ 1.2846131  0.1389618 -2.28831  ]
2799,2799,national workshop on method for assessment of cost of inaction and development of legislative framework be carry out in three country between october 2012 and june 2013,positive,[ 0.63034284  1.1819168  -2.5767355 ]
2800,2800,these successful outcome in develop national legislation and regulation in line with international treaty need to be further up scale and replicate,positive,[ 1.7926779  -0.47914484 -2.1661654 ]
2801,2801,china be also use a unep developed toolkit to promote the sound management of chemical in product in -PRON- textile sector,positive,[ 2.5124722 -1.3640879 -1.6845529]
2802,2802,the compendium cover datum on waste oil generation and healthcare waste generation,positive,[ 1.1940557  -0.33954933 -1.3931177 ]
2803,2803,for example unep assisted cambodia costa rica and india to develop strategy to convert waste agricultural biomass into energy with the collaboration of business to upscale biomass waste to appropriate energy technology,positive,[ 3.3167677 -1.9371649 -1.9718912]
2804,2804,this be a result of early capacity building activity undertake by unep,positive,[ 1.2308165  -0.91564095 -0.55705947]
2805,2805,"demeter iii result in 48 seizure and detention with over 7,022 tonne and 3,403 piece of waste",positive,[ 2.7297585 -1.1636758 -2.3367643]
2806,2806,negotiation towards a global legally bind treaty on mercury be complete over the period cover by this evaluation,positive,[ 0.74744576  0.27523282 -1.2551814 ]
2807,2807,the saicm secretariat also complete a number of activity such as meeting for the eu jusscannz5 region and the asia pacific region the qsp executive board and the iccm bureau,positive,[ 0.6199675   0.97068197 -2.5753706 ]
2808,2808,nevertheless specific programme activity undertake by the sub programme have be show to have the potential to cause the behavioural change that will ultimately lead to impact,positive,[ 3.2075372 -2.0995176 -1.9976014]
2809,2809,coverage and engagement of saicm have be broad,positive,[ 1.3892739   0.38558596 -2.836866  ]
