segment,sentiment,embeddings,cluster,x,y
"Countries, being the key governance units of the world, are a main hub of governance activity, but also key to progress in dealing with global and regional environmental challenges.",neutral,[-0.59014887  2.0077424  -1.9115434 ],1,5.595064640045166,12.417007446289062
International Environmental Governance (IEG): the international environment regime (including UNEP and MEAs) within an international governance system.,neutral,[-0.48742428  1.3219414  -1.3194261 ],1,6.5882086753845215,9.797554969787598
"Similarly, an effective strategy needs to start with clear identification of problems and an outline of the strategic change approaches needed to address them.",neutral,[-1.9364868  2.767927  -1.0471675],1,14.951865196228027,13.531673431396484
"EA(A) seeks synergistic improvements within the UN System processes, and within and among MEAs.",neutral,[-0.29344067  1.4124658  -1.6947298 ],1,4.819114685058594,10.078438758850098
The next major opportunity to re-articulate Expected Accomplishments and to present a revised results framework for the EG Sub-programme will be for the 2018-21 MTS period.,neutral,[-1.0651197  2.475982  -1.7137473],1,8.003235816955566,15.481279373168944
"Whilst costed workplans afforded considerable flexibility, they lacked sufficient documentation to promote meaningful accountability.",neutral,[-1.1717688 -1.176258   2.5773015],0,9.373931884765623,-5.609798908233643
"Nevertheless, staff can be held accountable for undertaking all feasible activities necessary to maximize the likelihood that an outcome will be achieved.",neutral,[-0.91022277  1.3177917  -0.5636218 ],1,8.346109390258789,9.097726821899414
The EG Sub-programme evaluation focuses on the work defined in the 2010-13 MTS.,neutral,[-1.3852408  2.6274633 -1.4825486],1,11.217355728149414,17.086801528930664
Monitoring and reporting.,neutral,[-1.372753   2.315945  -1.3647008],1,10.259552001953123,14.226595878601074
"Reporting responsibility for the Sub-programme ultimately rests with the SP Coordinator, who has the challenge of putting together progress information from different Divisions.",neutral,[-2.0265589  2.653198  -0.5727903],1,14.510382652282717,10.640384674072266
"However, this approach is rather unique in UNEP as an organisation, where most interventions are normative in nature and piloted from UNEP headquarters or regional offices.",neutral,[-1.4509804   1.8612323  -0.51417345],0,11.030420303344728,7.867106914520264
"Whether these capacity building efforts can effectively contribute to changes in environmental management and governance, depends on the degree to which these immediate outcomes have effectively been achieved and the extent to which the required drivers and assumptions are present.",neutral,[-1.6034719  2.6819036 -1.3432939],1,14.101592063903809,16.670791625976562
UNEP has provided technical assistance and training to several governments of natural disaster and conflict affected countries for improving environmental and emergency preparedness strategies and planning.,neutral,[ 1.3955069   0.28372934 -2.6536732 ],2,-1.2342256307601929,6.422767162322998
"DRR, because of the typically shorter, more localized and less intensive country engagement strategy in the countries supported by the DRR teams.",neutral,[-1.0133234   0.81992507  0.20365295],0,9.167683601379396,5.812160968780518
The evaluation identified three drivers and three assumptions that are required for enhanced country capacity (on the dimensions discussed above) to effectively lead to changes in environmental governance and management for better crisis prevention and preparedness and more sustainable recovery from disasters and conflicts.,neutral,[-1.5997474  2.7089472 -1.2884585],1,14.452320098876951,16.09878921508789
"Integration of environmental considerations into UN and other international organisations is considered a crucial outcome driver because these organisations often provide support to countries that goes beyond capacity building, directly supporting government agencies and other stakeholders with environmental management for recovery and improved resilience from disasters and conflicts.",neutral,[ 0.83566034  0.635641   -2.4137208 ],2,0.5078999996185303,6.8684916496276855
"Another important driver for more sustainable and equitable environmental governance is adequate interaction, alignment and complementarity between groups and organisations involved in environmental management.",neutral,[-1.2735385  2.4816482 -1.5475073],1,9.59237575531006,15.709794998168944
"These are, of course, much larger issues than UNEP alone can address.",neutral,[-1.9952108  2.531852  -0.7985215],1,14.461978912353516,11.738113403320312
"A dramatic improvement of project design quality would, however, require more adequate, dedicated core funding for project design which is currently absent in most cases.",neutral,[-1.8514636   1.9804784  -0.10944384],0,12.014642715454102,7.093494892120361
The Shell Petroleum Development Company (Nigeria) Ltd. was the largest public‐private sector donor to the D&C Sub‐programme with its significant (and somewhat controversial) contribution to the Nigeria Ogoniland environmental impact assessmen,neutral,[ 0.4744714  1.0714915 -2.4021473],2,1.5031006336212158,8.442320823669434
"However, there are alternative approaches that can be explored such as direct funding of local implementation partners or partnering with international partners who can access private sector donations more easily.",neutral,[-1.9466548   2.2463245  -0.32720926],0,12.844945907592772,8.09101676940918
"At the country level, UNEP also strongly relies on partnerships with other UN agencies, government institutions and civil society since UNEP lacks the resources to conduct large scale capacity building programmes by itself.",neutral,[-1.1881099  2.1104004 -1.1992192],1,9.410099983215332,12.458296775817873
Monitoring should also keep track of progress on immediate outcomes.,neutral,[-1.439622    1.6514945  -0.30437812],0,10.647823333740234,7.449026107788086
"In addition, UNEP was to focus its activities on a limited number of countries requesting its support (emphasis on least developed countries and small island developing states) to achieve more tangible results and greater impact, rather than spreading effort too thinly, particularly where there was clear potential for results and transfer of knowledge or to build synergies with other UNEP subprogrammes, UN agencies and other partners, or where opportunities existed to build on past work.",neutral,[-1.1244048  1.8943393 -1.1031587],1,9.135326385498049,11.396429061889648
"A country profile database which includes information on country priorities, support requests, past and present support would also greatly aid country selection decisions.",neutral,[-1.2213349  1.5697331 -0.6926825],1,9.275388717651367,9.942906379699709
Performance i. Effectiveness Achievement of Expected Accomplishments,neutral,[-1.4171011  2.816902  -1.4262797],1,11.393604278564451,18.45384788513184
"UNEP could provide targeted inputs, such as ecosystem management tools and approaches, and policy guidance directly into existing or planned mainstreaming interventions being led by other partners (rather than creating new mainstreaming structures and processes itself).",neutral,[-1.9879645   2.2324882  -0.43441498],0,12.970539093017578,8.229555130004883
"Promotion of the green economy through EMSP activities can also be seen as relevant for enhancing well-being although, again, this has not been adequately documented by any EMSP projects.",neutral,[-1.3675491   1.4018203   0.05061666],0,9.988150596618652,6.041083812713623
A coherent Subprogramme logic and framework with clear selection criteria for choice of projects would help better define and limit the EMSP to areas where it can be most effective and have most impact.,neutral,[-1.2671853   1.4982356  -0.42817363],0,9.921765327453612,7.454347610473633
"Consequently, national government ownership is usually high, which supports sustainability.",neutral,[-1.5253271   2.0658123  -0.79088944],1,12.12179183959961,11.323403358459473
"The Regional Offices play an important role in ensuring sustainability of projects through monitoring, supporting resource mobilisation, and follow-up, and there is a clear need for them to become more engaged during design and implementation of the Subprogramme.",neutral,[-0.05534147  1.3107365  -1.8917156 ],1,4.021283149719238,9.472657203674316
"GEF projects, whilst responding to GEF priorities could build on UNEP work and assist in scaling up and replication of initiatives developed with non-GEF resources.",neutral,[-1.5398389   2.2165682  -0.87712514],1,12.313502311706545,11.522283554077148
UNEP staff dealing with GEF projects should be engaged in EMSP strategic thinking that should preceed and complement more formal PoW and work planning processes.,neutral,[-1.1439387  2.3689883 -1.5183576],1,8.822552680969238,14.553994178771973
"On the other hand, projects should factor in adequate project scoping and inception phases to allow adaptations based on consultations with partners.",neutral,[-1.3842007  2.322076  -1.2648103],1,11.393309593200684,13.970773696899414
"However, attention would need to be given to ensure that this did not cause fragmentation of projects into small components.",neutral,[-2.1026812   2.4445493  -0.39044765],1,14.05709743499756,9.623974800109863
"Many of the EMSP projects are complex combining normative work (such as technical guidelines and policy work) with field interventions (pilot or demonstration projects), operate at multiple geographical scales (e.g. local, national and regional), and/or involve large multi-stakeholder or intergovernmental processes.",neutral,[-0.5907943  1.0314856 -0.575295 ],1,7.89382791519165,8.8907470703125
Sub-programme organisation and management i. Accountability Framework,neutral,[-1.4112531  2.7815788 -1.3893785],1,12.922965049743652,17.47066307067871
"The overall lead Division for the EMSP is DEPI, with other Divisions accountable for specified outputs in each of the two PoW periods.",neutral,[-1.2745229  2.640353  -1.4821646],1,10.81415843963623,17.292633056640625
Together these would help avoid two EMSP projects delivering similar work in a same country.,neutral,[-0.72567576  1.1089005  -0.6944875 ],1,7.936824321746826,8.965469360351562
There is an increasing (and almost overwhelming) demand for UNEP support on EMSP issues at country level but ROs currently have had very limited financial and human resources to meet this demand and staff are frequently over-stretched.,neutral,[-1.5852684   0.07883636  1.8520632 ],0,11.33558177947998,-1.2659403085708618
"A wide cross-section of interviewees indicated that earlier and more comprehensive involvement of ROs and linkage to UNEP regional assessments would result in design of a PoW that better responds to the needs of countries, and that joint planning and implementation arrangements need to be put in place.",neutral,[-1.4514608  2.4742281 -1.2993618],1,12.30116081237793,14.754613876342772
"ROs could also play a more important role at the country level, even taking over the coordination of the longer- term projects, as has happened with the Iraq Marshlands Project which is now managed by ROWA.",neutral,[-1.4706622   2.1768353  -0.84341174],1,12.24313735961914,11.467251777648926
These would all help improve the sense of identity and ownership of the EMSP within UNEP.,neutral,[-0.35204884  1.6757234  -1.7354963 ],1,5.079831600189209,11.047775268554688
"The EMSP was the second largest recipient of EF amongst the Subprogrammes during 2010-2013 after the EGSP but only the fourth largest in terms of attracting extra-budgetary funding after the CCSP, EGSP and RESP.",neutral,[-0.3703386  1.7272507 -1.8355654],1,5.029837131500244,11.26097011566162
"The MTE of the MTS recommended basing resource allocation on formally approved Divisional workplans, and allocating EF resources foremost to core functions of UNEP.",neutral,[-1.4625171  2.69335   -1.3200679],1,13.63099479675293,16.970243453979492
"During 2010-2013, the actual EF budget was lower than that envisaged but financial resources received through Trust Funds and Earmarked Contributions were higher.",neutral,[-1.5690423  1.9211476 -0.6508528],0,11.237915992736816,8.0469331741333
Improving reporting on linkages with relevant MEAs and how individual projects can help meet Aichi Targets as part of their 6-monthly reporting commitments would be desirable and help focus more attention on this issue.,neutral,[-1.7968053  2.2122133 -0.5787894],1,13.04005527496338,10.459829330444336
"Reporting at the project level is the responsibility of the project manager, and the main tool for day-to-day project and subprogramme monitoring and reporting is PIMS.",neutral,[-1.6285111  2.4936693 -1.0871155],1,13.369386672973633,14.085098266601562
The entry point for UNEP has to some extent been opportunistic: to concentrate on those areas of governance where the greatest impact can be achieved.,neutral,[-2.0543835  2.5341775 -0.6312568],1,14.394820213317873,10.642313957214355
The financial climate and opportunities for new funding in Sudan will remain limited in the absence of a durable peace agreement in Darfur.,neutral,[-1.7685663  2.8279474 -1.1330452],1,14.9688081741333,14.461382865905762
"The continuing volatile situation in Darfur (and indeed in many other areas of Sudan, not least the border areas with South Sudan) presents major challenges to the scaling up of a programme that would rely on a degree of stability that has yet to be realised.",neutral,[-2.2866843   2.254563    0.18267949],0,12.771291732788086,6.078091621398926
"No radical changes need to be made to core programme activities, but some resources within these should be redirected.",neutral,[-0.37411174  0.20781936 -0.06124515],0,8.304407119750977,5.633984565734863
A measure of policy commitment and sustainability will be the leveraging of environmental funds from federal and state budgets.,neutral,[-1.7368602  2.7553039 -1.1660733],1,14.86020278930664,14.603171348571776
"An effective advocacy strategy might also take up issues such as land tenure, communal grazing rights and customary laws, and a more direct engagement with pastoralists.",neutral,[-1.6364841  2.1841228 -0.6973353],1,12.491315841674805,11.19649600982666
Biosafety Socio-political Sustainability is challenged from different points of view and the controversial nature of the issue has to be carefully managed.,neutral,[-1.9499044   2.1606028  -0.16086186],0,12.480920791625977,7.30704927444458
A well implemented communication and awareness raising strategy would allow for that.,neutral,[-1.3537204   1.390306   -0.12909655],0,9.922767639160156,6.594827175140381
Further achievement of outcomes and subsequently Likelihood of impact will strongly depend on the political decision whether the Russian Federation will ratify the Convention.,neutral,[-1.7261626  2.792915  -1.1768495],1,14.933794975280762,14.80612850189209
It is important to conclude that complex projects like this Project need a realistic time frame and detailed guidance from UN Environment to establish sound management and reporting practices especially in the start- up phase.,neutral,[-1.8105395   2.4959495  -0.81135213],1,13.902962684631348,12.085824966430664
To what extent has the project succeeded in providing best environmental practice and guidelines for control of mercury releases in the Russian Federation?,neutral,[-1.1536703  2.3571155 -1.5722136],1,8.764612197875977,14.67363166809082
To what extent and with what success did the project engage relevant sector players in targeted mercury reduction strategies?,neutral,[-0.89886045  2.012377   -1.6357028 ],1,7.269092082977295,13.023241996765137
What is the likelihood that the National Action Plan developed through the project will succeed in bridging the gap between Russia and developed countries in its overall prevention and control of mercury pollution?,neutral,[-1.5554451  2.6968386 -1.3248047],1,13.98151397705078,16.820825576782227
"As the Project stakeholders are not in a position to commission a Mercury National Action Plan, a draft action plan was developed to highlight what actions Russia would have to undertake once it would ratify the Minamata Convention.",neutral,[-2.0172014  2.6590784 -0.6176633],1,14.552696228027344,10.824101448059082
"To achieve the desired Project impact and bridge the gap between Russia and developed countries in its overall prevention and control of mercury pollution, it is key that the country ratifies the Minamata Convention.",neutral,[-0.8930766  2.3636    -1.7675872],1,7.135529518127441,14.795218467712402
What lessons from The Russian Federation can be learned with regard to strategies for strengthening national capacity in mercury management and the development of national level priority actions that address global conventions including Minamata Convention on Mercury?,neutral,[-0.715074   1.9741307 -1.5048053],1,7.187537670135498,12.603307723999023
"As national environment authorities around the world must deal with national environmental problems that often have a global dimension, it is key that they do cooperate with international colleagues.",neutral,[-0.0736139  1.4532571 -1.7604067],1,4.4063215255737305,9.681891441345217
"Especially when this Project started in 2012, there was a strong interest to cooperate with the international community on the issue of mercury among key governmental stakeholders, NGOs, academia and the business sector.",neutral,[-1.0225437  2.3987005 -1.7845415],1,7.6226806640625,15.376184463500977
"The SDGs have set the goal (8) to “Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all.”",neutral,[-0.00530965  1.696733   -2.5367088 ],1,3.1775872707366943,10.765677452087402
"The initial budget plan was for the GGKP to raise USD7,324,475 while the project secured USD3,425,098 in cash and in-kind.",neutral,[-1.2669922  2.4906743 -1.4646711],1,9.931344032287598,15.616839408874512
"The same applies to five Draft Regulations finalized in 2014, regarding Transboundary Movement, Labelling, Liability and Redress, Environmental Release and Contained Use of Genetically Modified Organisms (GMOs).",neutral,[-1.2917734  2.0174677 -0.770887 ],1,9.968039512634276,10.668136596679688
"In fact, one cannot forget that Liberia is 177th out of 185 countries in the Human Development Index of 2015.",neutral,[-0.7428664  2.155491  -1.8391919],1,6.404363632202148,13.482471466064451
"Biosafety well present in the Agenda and in sustaining the results obtained so far, as discussed in chapter 5.8 (Sustainability).",neutral,[-0.5726769  2.1136425 -2.031715 ],1,5.2818989753723145,13.17189884185791
This is also captured in the Assumptions of Diagram 2 and is reflected in the Recommendations of this report.,neutral,[-1.7337514  2.4109423 -0.8994574],1,13.730966567993164,12.23331356048584
Two no-cost extensions were granted.,neutral,[-1.1726013  2.2924325 -1.4778285],1,8.956092834472656,14.4668607711792
Table 1 summarizes the evaluation ratings on a 6-point scale.,neutral,[-1.3579134  2.7734244 -1.5166422],1,11.124594688415527,18.099374771118164
"Long-term impact depends on motivating, fostering, steering, and supporting a continuing momentum to move theoretical benefits and potential into practical implementation in order to evaluate real results, build capacity, and generate the evidence, references, and structures that can underpin and assure replication and upscaling.",neutral,[-1.264764   1.918535  -0.8782505],1,9.567777633666992,10.755936622619627
This includes adopting processes to gain significant participation of decision making interests in the development of reports and to the deliberations of the International Resource Panel.,neutral,[ 0.36571386  0.21333633 -1.075665  ],2,2.5877773761749268,5.067685127258301
Members and contributors make significant contributions to the work of the International Resource Panel.,neutral,[ 0.17458957  1.4639361  -2.4218864 ],1,2.7202444076538086,10.08985424041748
"Each report requires approximately a year of pro bono contributions from authors including Panel members, each bi-annual meeting requires approximately two years of collective time from the Panel and Steering Committee members and the co-chairs.",neutral,[-1.8091156   2.5131729  -0.79397005],1,13.949517250061035,12.0784912109375
The reports provide a broad palate across nine thematic workgroups as well as synthesis reports.,neutral,[-1.3144544  2.4496648 -1.4722621],1,9.95315647125244,15.46850872039795
Approach to policy relevance.,neutral,[-1.6855432  2.8523028 -1.3504163],1,15.391891479492188,16.47822380065918
"In order to demonstrate the extent of validity for the proposed theory of change, a series of lines of inquiry were developed.",neutral,[-1.5987031  2.866443  -1.365107 ],1,15.545588493347168,17.09901237487793
"How does the provision of UNHCR cash affect the ability of recipients to improve their shelter and living conditions, access to adequate water and sanitation facilities, and ownership of basic items over time?",neutral,[-1.4020282  2.3874838 -1.2509692],1,11.714648246765137,14.22951602935791
How does the provision of UNHCR cash affect the overall expenditure patterns of Syrian refugees?,neutral,[-1.6636358  2.617387  -1.2373567],1,14.042121887207031,14.752558708190918
How does the provision of UNHCR cash affect access to key services such as health and education?,neutral,[-1.7352616   1.6853724  -0.02296695],0,11.451943397521973,7.002683162689209
Are recipients of UNHCR cash who have work permits (and do not have legal issues) likely to generate more income?,neutral,[-0.8691741  1.5736113 -1.0516826],1,8.010499954223633,10.707597732543944
"Further inquiry on cost-effectiveness remains necessary, though economic theory suggests cost-effectiveness strongly underpins CBI programming.",neutral,[-2.3802505  -0.06145927  3.1364121 ],0,14.843372344970703,-3.1536760330200195
"As a result, in the absence of clear battle lines in fluid conflicts and complex emergencies, engagement is extremely context-specific.",neutral,[-0.43737698  0.55553466 -0.47867915],0,8.057319641113281,5.960933208465576
"Third, NSAAs for their part will sit at the negotiating table for a variety of reasons.",neutral,[-1.7803149  2.6049893 -1.0333642],1,14.416604042053224,13.480384826660156
"Fifth, relationships with NSAAs are invariably delicate, balancing questions of perception and trust, with the fluidity and volatility of complex operating environments.",neutral,[-1.7684177   2.6620135  -0.89297366],1,14.41713809967041,12.947744369506836
"Since then, UNHCR has promulgated a very different policy document on urban refugees.",neutral,[-0.8424418  1.8591207 -1.1877944],1,8.219459533691406,11.07463550567627
The 2009 policy outlines twelve protection strategies to make cities recognized and safe places for refugees.,neutral,[-1.0338162  2.3887851 -1.6906614],1,7.991688728332519,15.256710052490234
"At the invitation of the UNHCR Chief of Mission in India, PDES decided to revisit New Delhi in January 2013 to examine to what extent the new policy is being implemented and how deeply ingrained the philosophical shift of the new policy is in the mindsets of UNHCR staff and partners.",neutral,[-1.1444998  2.5999792 -1.7121382],1,8.77564525604248,16.200904846191406
A return to New Delhi was especially interesting since the author of the new policy had been on the earlier evaluation team and noted that the earlier mission seeded many elements of the new policy.,neutral,[-0.92053664  2.351533   -1.7989234 ],1,7.110404014587402,14.796412467956545
"Even so, many of the refugees in New Delhi would like to move on to a third country and recently the UNHCR Office has spent considerable resources in discouraging unrealistic aspirations for resettlement.",neutral,[-1.3576962  2.6778324 -1.4668292],1,11.247304916381836,17.312196731567383
"In trying to avail themselves of services, refugees have learned they must navigate a slow paced bureaucracy.",neutral,[-1.5714152  2.7457073 -1.3419119],1,14.54460906982422,16.871557235717773
"With those visas, and the accorded rights to work and enroll in any academic institutions, refugees in Delhi could break the cycle of poverty and begin to establish a higher degree of income security.",neutral,[-0.5034431  2.1416528 -2.244156 ],1,5.061122417449951,13.088603973388672
"For the existent refugees in New Delhi, there is not much connection with families for reunification claims in Australia, Canada and the USA.",neutral,[-1.2837948  2.667857  -1.5509498],1,10.66579532623291,17.30982208251953
The mission noted a challenging context where planning efforts and emergency responses were adversely affected by geographical and climatological conditions.,neutral,[-1.957444   2.5694535 -0.7496987],1,14.473700523376465,11.73256015777588
The continuing political and military crisis in Sudan is likely to lead to a long-term refugee presence in South Sudan.,neutral,[-1.5140533  2.8245914 -1.4278988],1,16.31572151184082,18.14005470275879
"GA seeks to improve accountability and communication mechanisms, in particular by enhancing the role of the Steering Committee and establishing an Operational Project Board, and it is hoped that these new provisions will be implemented effectively.",neutral,[ 0.7329016  0.6894593 -2.333202 ],2,0.7857377529144287,6.6572675704956055
There are two decisive elements in the ability of the QIP to make positive change in the UK asylum system.,neutral,[-0.646687   2.351647  -2.0278304],1,5.57529878616333,13.605552673339844
"The work on statelessness also contributed to improving the procedure, and work continued on other issues, including on the Regional Bureau for Europe study on the implementation of the Dublin III regulations, detention, credibility and family and child asylum- seekers.",neutral,[ 0.62272644  1.0278572  -2.5621724 ],2,0.9532326459884644,8.289634704589844
"When a UNHCR evaluation team visited a Somali refugee school and community centre in the Malaysian capital of Kuala Lumpur, it found that all of the children and young people there had large pieces of paper pinned to their clothing, bearing a variety of different messages.",neutral,[-0.97856724  2.381254   -1.5984784 ],1,8.09050464630127,15.239774703979492
"Protection gaps While they are generally not at risk of refoulement or deportation, refugees in Malaysia have been and continue to be at risk of arrest, detention, extortion and corporal punishment, although the frequency of such incidents has diminished in recent times.",neutral,[-1.7400321   2.5276453  -0.95237386],1,13.830756187438965,12.542494773864746
"First, that policy is based on the principle of state responsibility.",neutral,[-2.0332806  2.6498566 -0.898247 ],1,14.807329177856444,12.16341781616211
"There are, however, some risks associated with this approach: the risk that well organized refugee communities will have better access to services and resources than those which have not been able to establish strong associations; the risk that the leaders of such associations will not be representative of their community and that they will be able to misuse and manipulate their authority; and the risk that the poorest, most vulnerable and marginalized refugees, including those living outside cities, will have no or very weak links to such groups.",neutral,[-1.8003997  2.361438  -0.5563579],1,13.350545883178713,10.57655906677246
"A comprehensive approach will be adopted, recognizing that different refugees may benefit from different solutions.",neutral,[-1.7715898  2.8320234 -1.1991137],1,15.122608184814451,14.93427562713623
"The local integration of refugees in Malaysia has been ruled out by the authorities, leaving refugees with only two real options: first, to wait for a resettlement place, while doing the best to make ends meet and to access the limited services provided by UNHCR, its local partners and their own community associations; or second, to move on from Malaysia in an irregular manner in the hope of being admitted to another country.",neutral,[-1.5398687  2.6846163 -1.1887786],1,14.310742378234863,15.67729949951172
The Malaysian government says the deaths of at least nine asylum seekers who drowned while trying to make it to Australia highlights the need for international cooperation in combating people smuggling.,neutral,[-0.14265592  1.2572641  -1.5161395 ],1,4.82758903503418,9.291929244995115
"Sadly, further tragedies of this type cannot be ruled out.",neutral,[-1.2479304  2.4572923 -1.4814794],1,9.873126983642578,15.547159194946287
Summary of Findings Key findings based on each of the five key evaluation questions (KEQ) are summarised below.,neutral,[-1.4969572  2.8628361 -1.456445 ],6,11.38657283782959,28.57497215270996
Summary of Conclusions and Recommendations 23.,neutral,[-1.4953119  2.8289096 -1.4190623],1,16.21560287475586,17.94959259033203
The formulation of a responsible transition strategy with policies and additional tools should enable UNHCR to strengthen its support and help States to meet the challenges involved in individual RSD.,neutral,[-1.2800378  2.2024028 -1.1290416],1,10.602540969848633,12.946428298950195
Political willingness is on the other hand not a safeguard for correct RSD decision-making in compliance with international norms.,neutral,[-2.1028924  2.2875247 -0.2594276],0,13.311664581298828,7.967076301574707
The review recommends (1) the identification of a limited set of global indicators for continued mandate RSD to capture these situations.,neutral,[-1.718562   2.7999477 -1.222827 ],1,14.95811367034912,15.046839714050291
"These foundations require a much longer perspective and should fit in agendas for development, good governance and the rule of law.",neutral,[ 0.00236163  1.1812828  -1.8290088 ],1,3.9944076538085938,9.218758583068848
Especially in the area of independent appeals and legal assistance international standards and practice have evolved.,neutral,[-1.2041078  2.4755661 -1.6376979],1,8.96224308013916,15.838351249694824
"Much will depend on the wishes of the government, possible protection gaps, the risk of national structures becoming overwhelmed from the start, and standards of fairness.",neutral,[-1.852332   2.284753  -0.5806263],1,13.397332191467283,10.508645057678224
It should include the development of model SOPs for such mandate RSD procedures.,neutral,[-1.7715113  2.7071276 -1.1464442],1,14.625657081604004,14.309517860412598
"Although funding may provide general leverage, its use as a tool for encouraging concrete improvements in RSD appears to be difficult and limited.",neutral,[-2.35        0.24536236  2.6677067 ],0,14.339025497436523,-2.044984102249145
"Adequate resources are not only necessary to support authorities when they start the new procedure but throughout the transition process, from assessment and planning to transfer, implementation and consolidation.",neutral,[-2.121045    2.0821755   0.11117939],0,12.426834106445312,6.184737682342529
Resource inputs are also necessary to work on the foundations for a sustainable protection environment at same time.,neutral,[-2.0702078  2.468747  -0.5537549],1,14.371747970581056,10.250454902648926
The report recommends (11) that UNHCR considers establishing benchmarks for protection staffing in situations of transition.,neutral,[-1.4806249  2.583414  -1.2423575],1,13.014474868774414,14.987828254699709
"The answers to the questionnaire and additional research have resulted in a historical graph, which is contained in annex III to the report.",neutral,[-1.0435305  2.275523  -1.487772 ],1,8.588860511779785,14.184252738952637
"Ultimately, the political willingness to invest in an adequate system and the humanitarian spirit with which it is operated will be decisive for the proper identification of refugees.",neutral,[-1.2357632  2.6014912 -1.626843 ],1,9.204696655273438,16.28524398803711
"In addition, it is proposed (vi) to complement the findings with a more strategic inquiry into recent alternative, protection sensitive strategies which have helped to relieve pressures on individual RSD systems.",neutral,[ 0.12549528  1.0570482  -1.7893282 ],1,3.7277560234069824,8.850777626037598
There is a lack of evidence to show that CERF has been successful in leveraging additional income for UNHCR and there was some suggestion that the opposite may be true.,neutral,[-1.6158026 -0.6236435  2.836409 ],0,11.871010780334473,-5.130472660064697
"Somalis comprised the largest nationality group among asylum-seekers and refugees, at some 427,311.",neutral,[-1.3024639  2.7716942 -1.6551868],1,10.304080963134766,17.54823112487793
"The number of pending claims in Kakuma remains substantial, and will require concerted efforts to address it and ensure that decision-making can continue to keep pace with new claims.",neutral,[-0.66118187  2.0377517  -1.6723827 ],1,6.146772384643555,12.469475746154783
"ProGres database will need to ensure that safeguards to guarantee data protection and limitations on the use of data are developed and maintained, as well as regulating ongoing access for UNHCR to data on asylum seekers and refugees to enable it to carry out its protection and assistance activities.",neutral,[-2.0118027  2.5202825 -0.6276789],1,14.392199516296388,10.664010047912598
"It will also be important to ensure that refugees granted status by UNHCR pursuant to its mandate prior to 1 July 2014 are recognised, and the entitled people granted status, under national law, as has occurred in other contexts.",neutral,[-1.7149788  2.8749225 -1.2443254],1,15.21363353729248,15.373102188110352
A mechanism for on-going self-evaluation and quality assurance by DRA will also be needed in the future.,neutral,[-2.0678954   1.7140557   0.41798472],0,11.566794395446776,4.737958908081055
"This is particularly the case in camps, where both asylum-seekers and refugees (although in principle not those whose claims are rejected) are entitled to services and support.",neutral,[-1.6421186  2.0907497 -0.4608055],0,11.918412208557127,8.014089584350586
"The Act establishes DRA and sets out a comprehensive institutional RSD framework, yet its implementation proves problematic in practice.",neutral,[-2.3702734  1.2798841  1.3346698],0,12.225715637207031,2.120813369750977
"National security actions taken in 2012-13 and 2014 with regard to encampment.– including measures to enforce encampment rules in the 2006 Act, have highlighted the vulnerability of undocumented urban asylum seekers and refugees in Kenya.",neutral,[ 0.04963982  1.5402352  -2.2001488 ],1,3.3811888694763184,10.293682098388672
"The findings of a survey of a small sample of persons of concern selected by UNHCR, conducted in Nairobi and Dadaab, seek to provide some individual expressions of the perspectives of asylum seekers and refugees regarding the ongoing transition process.",neutral,[ 0.20584537  1.402592   -2.3173852 ],1,2.7813093662261963,9.967123985290527
"In order to achieve an efficient and sustainable national RSD system, as part of an effective refugee protection framework in Kenya more broadly, it is imperative that the political will on the part of the authorities to take charge of registration and refugee status determination is translated into a commitment to allocate sufficient and sustained resources (both human and financial) in the coming years.",neutral,[-1.4723127  2.8285387 -1.4423653],6,11.14550495147705,28.36415100097656
"Clarifying the role of UNHCR before, during and after transition, and enshrining it in clear agreements with national authorities, is also an important priority for current and future transition processes.",neutral,[-0.5940038  2.161589  -2.0177383],1,5.405388355255127,13.248254776000977
"Arguably it is different than its role in Jordan or Lebanon, and closer to what might be expected whenever UNHCR is engaged in a large-scale refugee influx in an advanced economy with a strong government.",neutral,[-1.0355724  2.0868313 -1.3462589],1,8.568975448608398,13.158856391906738
"Initially the Government declined offers of assistance from UNHCR, so UN agencies and INGOs mainly organized themselves in parallel to the Government.",neutral,[-1.7315592   1.894469   -0.09037449],0,11.53264617919922,7.101779460906982
"By the middle of 2015, 1.8 million Syrian refugees scattered throughout every province of Turkey were registered at a basic level (at a scale that would not have been achievable o",neutral,[-1.4922938  2.247927  -0.7455356],1,12.331616401672363,11.409854888916016
It is further estimated that less than 15% of the out-of-camp refugee population receives assistance through a network of UNHCR- and donor-supported community centres.,neutral,[-0.48482126  1.7406652  -1.6682305 ],1,5.649531364440918,11.442410469055176
"However, it will not significantly reduce the population of Syrians in Turkey, whose birth rate alone is greater than any likely resettlement rate.",neutral,[-1.7382323  2.2571461 -0.5496646],1,13.06562328338623,10.482665061950684
The evaluation team strongly recommends that gathering required data and then addressing these risks through coherent interagency action plans become an immediate protection priority.,neutral,[-1.3825338  2.4701939 -1.3734953],1,12.00882625579834,14.976731300354004
"Furthermore, there is no reliable data on educational achievement.",neutral,[-2.1424732 -0.3518791  3.0934534],0,14.538751602172852,-4.420212268829346
"Looking ahead, the evaluation team concluded that the education sector is the single most important priority for significant further programming investment by UNHCR.",neutral,[-1.1200628  2.5735466 -1.6642591],1,8.73283576965332,16.008155822753906
