,segment,sentiment
2954,small number be repatriate voluntarily and unhcr have carefully and correctly dissociate -PRON- from observe involuntary return,positive
2955,to a considerable extent this be enable by the patient low key and flexible support of unhcr protection staff and in particular a rather unique policy and advisory team of national officer in the policy development unit,positive
2956,recognise that refugee will be stay for some time in turkey in 2015 unhcr switch -PRON- protection strategy from a case management and camp paradigm over to a community base protection and urban paradigm which seem to the evaluation team to be the most efficient and effective approach and the one most likely to increase coverage and impact,positive
2957,turkey urban strategy and of the 3rp,positive
2958,overall unhcr have contribute significantly to the protective environment for syrian refugee in turkey particularly by focus on the legal and institutional framework need for syrian to be register and to access social service,positive
2959,the agency be quick to mobilize deploy protection shelter and field officer early which enable unhcr to gain strategic advantage and advocacy leverage,positive
2960,nhcr be able to remain neutral and impartial as a cluster lead agency cla fulfil -PRON- role as an effective and trusted cluster coordinator,positive
2961,in general coordination with government un agency donor and operate partner have be uniformly good and there be a unique opportunity for unhcr to build on -PRON- relation with un development agency to advance idp solution,positive
2962,the programme offer an opportunity for these sahrawi family to re unite temporarily,positive
2963,these activity could also help to bring about a solution for these family and to establish a certain level of confidence among the concerned party,positive
2964,in february 2011 and january 2012 at the high level meeting in geneva on confidence building measure the party i.e. the kingdom of morocco and the frente polisario and the two neighbouring country algeria and mauritania reiterate -PRON- support for unhcr to organize an evaluation mission of the cbm programme to assess the humanitarian impact of this programme and -PRON- relevance in complement the effort of the un in find a political solution that would allow the refugee to return to -PRON- place of origin,positive
2965,while fully recognize the intractable nature of this refugee situation there be a number of area in which unhcr could take some constructive step,positive
2966,in the three year of reintegration little evidence of duplication appear,positive
2967,in term of sector the education and community service sector have the high overall rating,positive
2968,in regard to specific type of project the five that garner the high rating be secondary school gbv centre primary school water well and rice drying floor,positive
2969,as part of -PRON- cep activity unhcr implement a number of special gender project which benefit woman and prove to be remarkably sustainable,positive
2970,follow the official completion of reintegration programming in 2005 unhcr plan an orderly transition through a special inter agency team that ensure successful completion of -PRON- project,positive
2971,overall the cep program have a direct and substantial impact on sierra leone,positive
2972,the ceps also act as a catalyst for future community development especially when this activity be support by action of the government of sierra leone or continue by international ngo,positive
2973,in order to enhance -PRON- role as a catalyst unhcr should take target action to add to the sustainability of select cep sponsor additional entrepreneurial activity and facilitate more systematically the preparation of -PRON- national staff for future role in peacebuilde,positive
2974,some have even manage to acquire sudanese identity document,positive
2975,while the refugee continue to be assist by unhcr food distribution have be reduce and many refugee appear to have find a way of sustain -PRON- often by mean of agriculture or informal labour,positive
2976,second unhcr should continue to promote sustainable refugee livelihood with the ultimate goal of enable the refugee to become self reliant and to live without assistance,positive
2977,cirefca also contain peacebuilde component of dialogue and reconciliation at all level,positive
2978,as i prepare to leave -PRON- post as unhcr chief of mission in el salvador at the close of 1993 i have reason to feel proud of what -PRON- office have achieve,positive
2979,the refugees and idps organize -PRON- and share dream of collective progress,positive
2980,quick impact project qip still an important tool of early recovery strategy today be first try in central america,positive
2981,on the positive side many of the refugee leader of that time be still active and politically engaged as be the leader of the grassroots organization that support -PRON- during the return process,positive
2982,this have be crucial in implement the urban policy,positive
2983,the creation of the administrative immigration tribunal be still an important pende issue whilst regulation for the new law be urgently require and have not yet be promulgate unhcr have work closely with the government on a draft proposal that be now be assess by the government internally,positive
2984,work in partnership with the municipality unhcr have try to avoid a parallel system for refugee support and instead promote an integrated approach whereby refugee be treat at least equally and with the same right as the other inhabitant of the city,positive
2985,asesores internacionales acai be the main provider of material and economic assistance psychosocial support and legal counselling to refugee,positive
2986,pastoral social caritas costa rica caritas identifie and refer refugee to unhcr and other partner in the province of san jose rincon grande de pavas puntarenas and guanacaste,positive
2987,at the same time unhcr should continue to explore the potential for the local integration of refugee many of whom have close affinity to the tajik population,positive
2988,therefore unhcr should renew -PRON- effort to establish direct link with the state committee on national security so as to ensure support for application for permanent residence and eventually naturalization by refugee,positive
2989,asylum seeker have access to bulgarian territory and have -PRON- application for refugee status examine by the competent authority,positive
2990,in principle at least those who be recognize as refugee or grant humanitarian status have the same access to right and service as bulgarian citizen,positive
2991,a constructive dialogue have be establish between unhcr the government ngo and civil society,positive
2992,in a related vein the unhcr and other agency have seek to participatory solution to various aspect of the refugee crisis so that those be serve may also have a voice in determine the policy and shape the program design for -PRON- benefit.4,positive
2993,a largely conducive protection environment mean that initial delay do not appear to have have a lasting impact on the well being of refugee,positive
2994,refugee have continuous access to ugandan territory asylum and protection,positive
2995,some challenge with capture specific need category early in the response be rectify within the first few month and a target approach base on specific need code be establish and utilize for sectoral intervention,positive
2996,the health strategic action plan for the south sudanese refugee that guide the emergency refugee response be develop in a timely and consultative manner and base upon early and 110 continuous assessment and have appropriate objective,positive
2997,there be blanket measle immunization at entry point and a vaccination campaign in response to an outbreak in south sudan,positive
2998,a follow up nutritional survey release in late 2014 show remarkable improvement,positive
2999,unhcr appropriately focus on drilling and hand pump installation motorising borehole where yield allow,positive
3000,good coordination product and process happen on a regular basis,positive
3001,early on unhcr establish procedure as part of registration to identify combatant and ex combatant and register these as asylum seeker instead of refugee,positive
3002,the regional child protection framework contribute to strengthen and structure the child protection response,positive
3003,a pre agreed set of operational modality for nutrition and a well execute strategic partnership with unicef afford some preparedness,positive
3004,routine screening for malnutrition appropriate therapeutic or supplementary feeding prioritisation of the malnourish for relocation and blanket supplementary feeding for all child under five year and pregnant and lactate woman at the entry point and in the camp be essential in minimize deterioration of the case of malnutrition,positive
3005,the gambella regional health bureau rhb with the support of unicef be instrumental in the health response for the refugee at the border point and transit centre as be a collaborative partnership between unhcr msf and arra 410 follow an agreement sign in january 2014,positive
3006,the crude mortality rate remain well below emergency threshold and a spike in under 5- year mortality rate in the first week of the response be bring down by february 2014,positive
3007,the food security situation in the three settlement district be stable throughout 2014 but dependent on external food aid,positive
3008,after a slow initial start when poor environmental health condition prevail in the reception centre the wash sector scale up rapidly make use of the large number of available wash partner,positive
3009,site identification be do relatively quickly despite challenge and a need to negotiate for community own land which be in short supply and limited involvement of the district government in adjumani and arua district,positive
3010,the education response by unhcr and partner be relatively quickly set up and critical effort be make to ensure access to national education system and avoid set up parallel structure,positive
3011,unhcr uganda play a very positive inclusive coordination role accord to the vast majority of key informant,positive
3012,the unity and collaboration display by unhcr and unicef be widely appreciate by other partner as provide a strong boost to the response,positive
3013,base on lesson learn from prior emergency unhcr facilitate timely assessment good collaboration and timely information share for the nutrition sector and arra welcome nutrition intervention and support from international ngo partner,positive
3014,the coordination of the health response be collaborative and effective with no notable gap in leadership and effective information sharing,positive
3015,compare with previous emergency response the coordination of the emergency response be much more collaborative and inclusive,positive
3016,base on a recognition of the right of refugee to enjoy freedom of movement to take up residence in the capital city and to enjoy a steady expansion of the protection space available to -PRON- there unhcr have establish a concerted set of activity relate to urban refugee,positive
3017,at the same time -PRON- have a establish a wide range of productive new partnership with local government the security service and judiciary service provider civil society and the ngo community,positive
3018,as document in this report many of the approach adopt by unhcr in nairobi can serve as example of effective practice for urban refugee programme in other country and region,positive
3019,even so by mean of a creative programme focus on improved communication new partnership and extend local network unhcr have be able to expand the protection space and service available to refugee in nairobi,positive
3020,this have be accomplish in the case of tancoss and unhcr play an instrumental and catalytic role in engage the different stakeholder and mov- ing tancoss forward,positive
3021,pillar 3 of the strategy will be implement under these aus- pice and be include in the united nations development assistance plan,positive
3022,unhcr have work with the burundi government undp and other organization to mitigate the situation,positive
3023,unhcr be instrumental in adjustment and set up the logistic so the process could be effectively implement,positive
3024,in the case of repatria- tion and naturalisation these partnership be report by the party involve to have work well,positive
3025,the repatriation from the settlement to burundi be a short term humanitarian type activity but with a profound link to long term development i.e. the reintegration of the returnee,positive
3026,with regard to pillar 1 the logistic of move a large number of family and -PRON- belonging be accomplish in an effective manner,positive
3027,while information on the revenue from disposal of vehicle before gfm be limited the auction process use by gfm bring in revenue of approximately usd 6.3 million in 2017 alone,positive
3028,the unhcr vehicle self insurance scheme provide low cost comprehensive insurance coverage for damage and loss,positive
3029,gfm benefit clearly outweigh -PRON- cost consider procurement cost revenue from disposal insurance cost and the effort of staff time involve,positive
3030,in addition to provide monetary benefit gfm have contribute to improve and streamline the ordering management and disposal of light vehicle,positive
3031,overall progress since 2014 suggest the gfm global insurance be work well and that continuous improvement be be make to ensure adequate accident reporting and efficient claim and reimbursement process,positive
3032,another important benefit of the gfm be vehicle standardization which increase efficiency and reduce cost relate to management training maintenance and repair because vehicle be fit with the same component and equipment,positive
3033,initially set at 33.84 percent of the total procurement cost the yearly rental fee decrease to 19 percent in 2018,positive
3034,in addition to monetary benefit accrue through the internal rental scheme the centralization of the fleet management function result in a more simplified and standardized procurement process for light vehicle,positive
3035,centralized disposal have have two positive unexpected result,positive
3036,through these joint auction gfm generate net revenue of usd 3.4 million for -PRON- partner,positive
3037,thank to the implementation of the disposal policy the average fleet age decrease from 5.22 year in 2013 to 3.86 year in 2017,positive
3038,gfm provide valuable support to country operation and communication be generally fluid during all step of the vehicle procurement and disposal process,positive
3039,the evaluation find that driver know -PRON- be now be monitor by the vts and therefore have adopt safe behavior,positive
3040,overall the evaluation conclude that the benefit of gfm clearly outweigh -PRON- cost,positive
3041,unhcr as lead for the global protection cluster provide further basis for seek this more direct engagement in the poc process,positive
3042,on 14 april unhcr issue -PRON- own appeal for haiti,positive
3043,similarly under cerf the same cluster only have receive 1.6 $ 212 million of grant make,positive
3044,now the high commissioner propose to change that by make a more predictable commitment by the office to be lead of the protection cluster at the country level in natural disaster,positive
3045,the recently introduce new budget structure with a fourth pillar reserve for idp project ensure that these positive step be even far safeguard,positive
3046,-PRON- constitute a flexible mean of support which have provide idps with a degree of autonomy in determine and to the extent possible address priority need something which be not available to -PRON- in the closed camp,positive
3047,in addition to -PRON- immediate value in cushion the impact of return -PRON- have enable unhcr to monitor the return process and to identify and where possible respond to the need of those returnee require further support include separated and unaccompanied child and those with separated family member,positive
3048,arrangement make with the bank of ceylon for the payment of the grant have on the whole worked well with mobile banking unit reach the majority of returnee within a few day of return,positive
3049,nonetheless field staff respond rapidly and effectively and succeed in re orient -PRON- activity appropriately,positive
3050,the presence of international ngos in return area would make an important contribution to address such gap,positive
3051,procedure have be develop to ensure that the grant be accessible to female head household and arrangement have be make for unaccompanied and separated child the disabled and other with specific need,positive
3052,importantly development actor include the world bank and asian development bank be already present and engaged and plan to undertake further cash base project,positive
3053,there be an evident need to address these difficulty consolidate capitalize upon and extend the progress that have be make in recent year and ensure that -PRON- be sustainable,positive
3054,crucially -PRON- be design around a framework enable the rapid transfer from the point of initial reception to centre in other part of italy within the mainstream asylum and migration system,positive
3055,-PRON- also enable unhcr to contribute with add authority to discussion on policy relate issue at a time when the national system for reception of asylum seeker be be elaborate and strengthen,positive
3056,-PRON- be essentially an operational tool which have prove to be effective in enhance the protection of asylum seeker and migrant and facilitate -PRON- access to appropriate legal and administrative channel,positive
3057,take advantage of -PRON- and international interest in the iraqi situation the organization mobilize substantial resource rapidly scale up -PRON- activity deploy high quality team to the field and address the specifically urban characteristic of the operation in an innovative and flexible manner,positive
3058,as a result of these activity as well as the administration of a large refugee resettlement programme and the provision of extensive support to national structure that provide service to refugee the protection space available to iraqi refugee in jordan lebanon and syria have expand considerably,positive
3059,the impact result apply to a small number of poc in each programme,positive
3060,the et find one of the good way to promote protection for refugee be through livelihood,positive
3061,as a result of this refugee feel well able to cope with daily challenge as well as significant household shock like sickness or death by access support from friend and neighbour,positive
3062,in turkey for example there be a small yet highly capable livelihood team -PRON- have build a referral pathway with protection team in order to promote last employment with the most vulnerable poc,positive
3063,the et recognize the cash and livelihood team have already start work together on this issue,positive
3064,unhcr have be able to improve -PRON- household level datum collection expertise and capacity through partnership with the world bank joint datum centre and there may be additional opportunity for joint monitoring,positive
3065,many operation appreciate the structure provide by the mc which improve the design efficiency and quality of activity,positive
3066,finally unhcr should continue to do protection work with an economic inclusion lens though careful not to over protect as building livelihood involve an empowerment mind set,positive
3067,the programme be learn and adapt from the new way of work with private sector financial service provider and various government entity,positive
3068,this be a role that should be harness by unhcr as a whole not just through -PRON- livelihood unit and -PRON- will strengthen -PRON- credibility with partner and donor,positive
3069,across datum source the livelihood programme be show to positively contribute to household well being and protection outcome e.g. food security education of child safety reduce sexual and gender base violence sgbv and empowerment,positive
3070,saving group provide finance and social protection in tanzania organize saving group have be effective in provide not only economic benefit through access to informal finance but also social protection among refugee,positive
3071,recognize refugee may also access micro credit under the same criterion as national,positive
3072,all case study collect primary qualitative datum from beneficiary and stakeholder which confirm the above result that some beneficiary have indeed increase -PRON- income improve the well being of -PRON- household and create employment for other though the measurable economic impact be small overall,positive
3073,livelihood intervention be therefore be deliver in a fragile and conflict affect setting that be fluid unpredictable and complex,positive
3074,the technical and vocational training have provide asylum seeker and refugee with skill and social network through which many have find employment opportunity,positive
3075,the programme have promote peaceful co existence among refugee and host community through formation of farmer cooperative that comprise both population group,positive
3076,poc have diversify -PRON- livelihood activity from proceed earn from the livelihood programme,positive
3077,the programme have work with the national vocational qualification authority to ensure poc have access to the certification and employment that match -PRON- skill and experience,positive
3078,many programme have adapt -PRON- livelihood activity to improve livelihood and protection outcome such as clearly link vocational training to job market promote the integration of refugee and host community and make adjustment to financial inclusion activity to achieve positive result,positive
3079,-PRON- take time to see with an economic and empower lens,positive
3080,overall the et find the shift to the minimum economic recovery standard mer for guidance in case of future livelihood programme implementation direct or fund through partner to be appropriate,positive
3081,most unhcr livelihood operation acknowledge the important role unhcr have in coordination with government and development actor include advocacy for policy at the national level,positive
3082,other theme on why unhcr should be involve in livelihood include unhcr can drive policy on economic inclusion,positive
3083,from the resilience point of view unhcr be a crucial actor in develop the pathway to resilience and last solution for refugee and in be a bridge in the humanitarian development nexus for refugee,positive
3084,with few exception the branch office have also establish a firm work relationship with relevant ngo,positive
3085,as a result of -PRON- monitoring and advocacy activity the branch office have also make progress in address protection gap,positive
3086,-PRON- have for example be successful in assure that all those who be hold in detention centre receive written information regard -PRON- right to seek asylum,positive
3087,among the major example be the resettlement of bhutanese refugee from nepal in which a multi lateral effort with a core group of resettlement country at -PRON- heart set out over several year to change the nature of a protract crisis by use resettlement to leverage return to bhutan and local integration in nepal for those who remain,positive
3088,resettlement country be all on board with the concept and that be an achievement in -PRON-,positive
3089,there be few if any example of sur on which there be wide agreement that a situation start out as a case in which sur would be apply with specific goal and there be agreement that those goal be achieve,positive
3090,sur have be useful in bring resettlement country together in some situation,positive
3091,the international community have become more sensitized to development challenge pose by conflict and displacement this be inter alia reflect in the principle for good international engagement in fragile state and situation adopt in 2007,positive
3092,the speed of this response and -PRON- focus on the protection of the new arrival help to prevent the crisis from become a humanitarian catastrophe,positive
3093,unhr subsequently distribute improved model,positive
3094,as well as enable many thousand of third country national to return to -PRON- home the evacuation programme assist unhcr in -PRON- effort to secure continued access to refugee and asylum seeker in both egypt and tunisia,positive
3095,"despite these challenging circumstance within 72 hour of receive request for support from the egyptian and tunisian government unhcr have send appropriately skilled staff member to the field and initiate operational activity such as the pitching of 1,500 tent",positive
3096,in both country low mortality and morbidity rate be record due in large part to both the quality and quantity of assistance -PRON- receive but also to the good health and nutritional status of the refugee and migrant upon arrival,positive
3097,many interviewee credit the unhcr leadership as have be instrumental to negotiate this wide humanitarian space with arra,positive
3098,a hot meal be provide and effort be make in may and june to improve the frequency and duration however -PRON- be only in early july that -PRON- become possible to extend the hot meal program for refugee for the duration of -PRON- stay in the transit centre,positive
3099,overall the response be appropriate in term of the package of assistance provide with the prioritisation of provide the key lifesave intervention,positive
3100,this gap could now be usefully fill through information sharing counseling and referral at any stage of the procedure,positive
3101,with this in mind the evaluation find that unhcr rosa have invest tremendous effort and show commendable commitment in try to make a contribution towards address xenophobia in the country,positive
3102,nhcr have collect and organise vast amount of datum on the refugee and -PRON- social economic and developmental need,positive
3103,when high commissioner guterre note in 2006 that age gender and diversity mainstreaming should really change the way -PRON- do business this acknowledge that the agdm strategy imply a dramatic shift in concept approach and work method,positive
3104,fifty per cent of questionnaire survey respondent feel that pas have improve programme and protection response to a large extent and 32 feel that pas have partially improve these response,positive
3105,sixty four per cent respond positively as to whether -PRON- experience of pas have change -PRON- own attitude and assumption about work with person of concern,positive
3106,give sufficient investment -PRON- will be possible for unhcr to keep progress towards an organisation that can adequately mainstream agd,positive
3107,agdm be view as have support capacity to take a right and community base approach with all person of concern,positive
3108,all evaluation data source point towards the conclusion that give the right context agdm can support significant improvement in the assistance and protection situation,positive
3109,within the iasc cluster approach pa have be use successfully in a number of operational contexts to bring together other un agency around a common assessment framework that identify cross cutting issue of age gender and diversity,positive
3110,donor such as the u.s canada denmark and the uk have also place a great deal of importance on the success of the agdm strategy through -PRON- funding framework agreement,positive
3111,overall the evaluation find that the agdm strategy have lead in many operation to specific target action that address the heightened protection risk of specific group base on protection gap identify through pa finding,positive
3112,the majority of respondent feel that all agdm element have be mainstreame to a large extent or fully into the work of -PRON- unhcr operation,positive
3113,the evaluation find that there be no operational context in which the agdm strategy and the pa tool or a participatory approach relate to -PRON- have not be both feasible and potentially beneficial to enhance unhcr 's protection role and programming provide that -PRON- be well adapt to the local context,positive
3114,the introduction of agdm -PRON- be see by a majority of questionnaire respondent to have increase -PRON- capacity,positive
3115,fpc have perform most consistently well in -PRON- support to service delivery in provide protection analysis and link to this support to advocacy on the protection of civilian,positive
3116,while some fpc have engage across cluster and review proposal collaboration be most successful when support be demand drive,positive
3117,during the period under evaluation the gpc have be strengthen and have undergo a re organisation and there have be effort to strengthen the effectiveness and predictability of leadership at the field level,positive
3118,unhcr have strengthen -PRON- resourcing of the cluster with more dedicated post at field level particularly in large complex emergency,positive
3119,while unhcr have support the gpc in undertake a range of advocacy initiative in support of the centrality of protection the support and guidance give to the drafting and publication of the iasc policy have be the most significant achievement,positive
3120,-PRON- be consider by country office to be relevant to national contexts and compatible with government approach,positive
3121,the process of support to adaptation be appreciate by country office,positive
3122,the approach set out in the strategy be well align with relevant current international agenda emphasise partnership and the need for a multisectoral approach and be coherent with international law on refugee and relevant international target and convention,positive
3123,in relation to the inclusion of activity in cop the sgbv strategy have the great influence while be a sgbv strategy pilot country increase the likelihood that child protection activity be incorporate in the cop,positive
3124,the organization commit resource expertise and leadership to ensure this response be successful demonstrate what can be achieve when everyone work together,positive
3125,mortality be keep under emergency threshold for most of the first year and morbidity have decline significantly as have malnutrition,positive
3126,the evaluation note that the organization rapidly increase -PRON- operation start around 21 september 2018 airlift supply open a transit centre and eventually become responsible for half of the massively expand refugee population,positive
3127,-PRON- commission together with iom a geospatial hazard mapping that make the risk and the urgency clear convincing policymaker to act,positive
3128,this lead to the formulation of a well think through and execute strategy back by hq decision that prioritize delivery and make sure that resource be available,positive
3129,two notable example include the agreement of the government of bangladesh to commit to register all new birth and the advocacy within the un community for the need of a proper assessment by a multi agency task force and to hear the voice of the refugee before consider any potential relocation to the bhasan char island,positive
3130,these team be continue to increase referral and raise awareness on service and protection risk,positive
3131,this can be see both in the early involvement of the world bank and in the statement of the high commissioner and other senior official as well as in the strategic engagement of unhcr within myanmar alongside undp in encourage and help to create condition conducive for return,positive
3132,such a strategic focus be in line with recent policy development such as the 2016 new york declaration and the comprehensive refugee response framework crrf that call for responsibility share in respond to refugee situation,positive
3133,unhcr have continuously reaffirm that voluntary repatriation could be facilitate if the conditionsin myanmar become conducive,positive
3134,recognize early on that even if return be swift and well organize -PRON- would take time unhcr have invest in durable infrastructure and prioritized protection safety and public health,positive
3135,the response of unhcr as the un mandate refugee agency have also be largely effective and successful in the first year,positive
3136,the response to the rohingya refugee crisis save life and reduce suffering,positive
3137,the fact that such a tragedy do not occur be a testament to an effective response,positive
3138,unhcr also take a leading role in the monsoon preparedness in close coordination with other agency,positive
3139,unhcr have also achieve several other protection outcome,positive
3140,throughout the first year unhcr run community base protection team of refugee volunteer within the camp have make significant progress and gain traction,positive
3141,through the protection working group pwg which -PRON- lead unhcr have consistently push for protection to be the central consideration in all aspect of the response,positive
3142,the evaluation note that the protection achievement of unhcr in the first year be encouraging and have contribute to mitigate several protection risk during a challenging period and with difficulty as note in section 4.3 due to the coordination structure,positive
3143,unhcr have have a clear focus on promote access to durable solution for refugee from the beginning of the rohingya crisis,positive
3144,unhcr begin think early on about solution,positive
3145,in term of protection unhcr have be able to contribute in many significant way especially on major advocacy front,positive
3146,this be reflect in the level of satisfaction express by refugee during the focus group discussion,positive
3147,the first issue be resolve in 2015 with strong coordination take place between the three partner unhcr the us and iom,positive
3148,however for refugee classify under normal priority the transfer to an etc be still view as life saving if evacuate from an unsafe situation,positive
3149,the overwhelming majority of refugee arrive in the etcs actually depart for resettlement,positive
3150,but -PRON- have provide a safe alternative for case that could not be transfer directly to resettlement country thereby offer the only available durable solution to these refugee,positive
3151,the third partner to the agreement iom have take effective care of travel logistic medical assessment and cultural orientation training,positive
3152,the two etc have be effective to some degree consider the initial objective establish especially consider that a transfer can only be approve if a resettlement country be already identify,positive
3153,the main impact of the etcs have be the provision of immediate and effective protection to refugee,positive
3154,evaluation question 2 to what extent have the project deliver on -PRON- output outcome and objective and what wide result have the project achieve at regional and global level,neutral
3155,sub question to what extent have the abnj project activity help to strengthen the capacity of the t rfmos and member state to implement measure to reduce illegal unreported and unregulated fishing in abnj,neutral
3156,evaluation question 3 what factor have affect the delivery and result of the project and how can the delivery be improve,neutral
3157,sub question how effective have the project be in communicate and promote -PRON- key message and result to partner stakeholder and a general audience,neutral
3158,evaluation question 5 to what extent be project result sustainable and how be sustainability be embed in project activity and result,neutral
3159,the key evaluation finding be present and discuss under each evaluation question,neutral
3160,the extent to which fmm have improve -PRON- marketing strategy and monitoring and reporting system and harmonized approach and tool since mid-2013,neutral
3161,although the evaluation confirm the strategic importance and relevance of the fmm -PRON- encounter a number of issue which need to be address in order to reach -PRON- full potential,neutral
3162,this will also contribute to well marketing of the fmm to current and potential resource partner,neutral
3163,the main finding of the evaluation be present below group by evaluation question,neutral
3164,evaluation question 2 how and to what extent do the project contribute to the broad strategic fao objective,neutral
3165,evaluation question 3 be the project design appropriate for achieve the mission vision and outcome,neutral
3166,evaluation question 5 to what extent be the current operational modality contribute to the efficient achievement of the program outcome,neutral
3167,be fff successful at engage other partner in the fff support process,neutral
3168,evaluation question 9 to what extent have gender and human right be take into account in the design of the fff and during the implementation,neutral
3169,main finding evaluation question 1 to what extent be the plan project intervention still relevant to the overall strengthening of the ministry of environment and forest and -PRON- agency,neutral
3170,evaluation question 2 to what extent be the project on track towards achieve the plan result under each of the three output,neutral
3171,which training activity and technique have be the most successful at develop capacity of the ministry and -PRON- agency,neutral
3172,evaluation question 6 what rationale exist to envision a second phase of the project and how may a follow on project be structure to incorporate lesson learn to strengthen the capacity of the ministry of environment and forest and -PRON- agency and support implementation of the country investment plan,neutral
3173,conclusion 3,neutral
3174,conclusion 6,neutral
3175,the delivery implementation and monitoring of the cip should remain the main priority of the project in the current phase and a potential second phase of the project,neutral
3176,a potential second phase should be more clearly focused on the implementation of the cip and the development of capacity within the government of bangladesh to monitor and implement the cip,neutral
3177,message 1,neutral
3178,message 2,neutral
3179,message 3,neutral
3180,ao should leverage -PRON- proximity to rural community and -PRON- track record of work in agriculture to position -PRON- as a key partner in address gender issue in rural area,neutral
3181,sustain the above achievement bridge the identified gap and expand the reach of fao gender work will require continue strong staff commitment to pursue the gender equality agenda start with senior manager and head of field office,neutral
3182,how have the programme contribute to the shaping and implementation of the fao strategic framework,neutral
3183,evaluation question 2 to what extent have the programme contribute to improve global governance through strengthen the cfs in accordance with -PRON- renew mandate civil society mechanism evidence base policy advice through the high level panel of expert inclusion of regional perspective in cfs work stream,neutral
3184,to what extent have the programme contribute to enhanced capacity enable environment institutional and individual level for improved food security nutrition and governance,neutral
3185,evaluation question 4 how have the global public good and policy instrument normative product such as tool method and guideline be develop,neutral
3186,evaluation question 5 to what extent have the programme contribute to improve multi- sectoral coordination and technical synergy around the integration of nutrition and social protection in agriculture food security and resilience at a global level and what have be the effect at regional and country level,neutral
3187,evaluation question 6 how well have gender equality nutrition good governance and capacity development consideration be mainstreame and internalize,neutral
3188,evaluation question 7 how have the programme contribute to enhance the visibility and collaboration between the eu and the three rba and among the three rba in the area of food security and nutrition,neutral
3189,what be the current and potential link between the igghr programme and other eu fao partnership programme such as the first and informed initiative,neutral
3190,evaluation question 9 how have the programme benefit from the mid term evaluation and leverage the seven recommendation for improved strategic coherence delivery and efficiency in the second phase of the programme,neutral
3191,what have be the return on investment in each of the component support by the project,neutral
3192,the main finding of the mte be present below group by evaluation question,neutral
3193,the governance structure of the global strategy comprise the gsc the global executive board geb and the regional steering committee rsc,neutral
3194,extent to which agricultural and rural statistical system be effective and link to the entire institutional framework at national and regional level,neutral
3195,develop technical guideline on the consistency of subnational and national datum will improve validation process at all level and subsequently datum quality,neutral
3196,maintain continuity of the global strategy into phase ii be essential to translate capacity building effort and technical assistance into cost effective datum collection analysis and dissemination,neutral
3197,extent to which key agricultural and rural statistical datum can be compare across time and country,neutral
3198,the production of a minimum set of core datum comparable across time and country can only be achieve through the cumulative contribution of technical assistance research and training component of the global strategy,neutral
3199,extent to which the implementation of the programme be affect by the funding gap,neutral
3200,the global strategy also conduct research on gender equality dimension,neutral
3201,the global strategy be design with a focus on partnership as evidence by various activity at the global regional and country level,neutral
3202,additional detail on partnership and alliance be provide in section 3.4.2,neutral
3203,as host of the global strategy fao can contribute to further strengthen link between the global strategy and ministry of agriculture in the different region,neutral
3204,the main finding of the evaluation be present below group by evaluation question,neutral
3205,extent to which the project have establish an up to date baseline of science policy practice and experience on groundwater that effectively demonstrate governance gap and trigger the urgent need for action,neutral
3206,extent to which the project have create global political awareness on the urgency for improved groundwater governance mobilize relevant stakeholder and use effective tool approach and process,neutral
3207,use of the ipc cfi scale 4,neutral
3208,in country with less frequency of humanitarian crisis such as honduras or pakistan the afi be use more as background contextual information unless the analysis show phase 3 classification or above,neutral
3209,the united nations use the afi result to inform the annual humanitarian need overview hno and humanitarian response plan hrp in many country for example in calculate the anticipated number in need of humanitarian assistance in the coming year,neutral
3210,non governmental organization ngos use the afi for high level planning decision and for lobbying and fundraise with donor,neutral
3211,the afi originate in africa and be use by more country in africa than in other continent,neutral
3212,as the afi become high profile gsp partner must adopt a more coherent and unified approach on communication,neutral
3213,afi user be call for great transparency over data source feed into the ipc analysis and of participant in the analysis workshop,neutral
3214,consensus building be one of the most value yet challenge dimension of the ipc analysis,neutral
3215,the gsu have adapt -PRON- approach to quality assurance in recent year base on experience now give great emphasis to real time technical support and less to formal quality review real time or retroactive,neutral
3216,institutionalization of the ipc at country level have be a core aim of the gsp with the objective of embed ipc process within government institution,neutral
3217,but in the absence of a clearly articulate strategy or approach to institutionalization there be a lack of clarity within the gsp about what -PRON- mean and pragmatism prevail,neutral
3218,the focus for capacity development so far have be technical,neutral
3219,close harmonization and collaboration be essential to the effectiveness of each,neutral
3220,adaptation of the gsp in response to systematic feedback on ipc use by decision maker have be weak compare with adaptive capacity technically,neutral
