Document group,Document name,Segment,Author,Creation date,Area,Coverage %,sentiment
FAO,FAO_25_2016_Eval,"SO5 and its four Outcomes, as formulated, sit squarely within FAO’s mandate",Vytas,02.07.2020 15:47:04,75,0.02275,positive
FAO,FAO_25_2016_Eval,"FAO has a comparative advantage in terms of livelihoods analysis and relevant technical  
capacity.",Vytas,02.07.2020 15:47:04,98,0.029727,positive
FAO,FAO_25_2016_Eval,"y pooling together the resource of agreeable donors into trust funds such as the Special  
Fund for Emergency and Rehabilitation Activities (SFERA), the Strategic Programme 5 team  
has been able to partially “cushion” the unpredictability of project funding and invest in",Vytas,02.07.2020 15:47:04,270,0.0819,positive
FAO,FAO_25_2016_Eval,key strategic capacities and processes,Vytas,02.07.2020 15:47:04,38,0.011527,positive
FAO,FAO_25_2016_Eval,"ikewise, many agencies, FAO included, have found it possible and useful to build a  
development-oriented pipeline with a combination of successive short-term projects  
implemented with the same local partners in the same domain or geographic area",Vytas,02.07.2020 15:47:04,246,0.07462,positive
FAO,FAO_25_2016_Eval,"Conclusion 2: There is a gradual evolution in the reviewed portfolio towards more genuine  
resilience programming, with closer coordination and collaboration with programme  
country governments and regional institutions, and away from unsustainable and disjointed  
interventions.",Vytas,02.07.2020 15:47:04,279,0.08463,positive
FAO,FAO_25_2016_Eval,"Delimitating the domain of relevance of Strategic Programme 5 respective to that of other  
Strategic Programmes is relatively straightforward: Strategic Programme 5 should take the  
lead in countries affected by severe crises, while other Strategic Programmes should be  
more prominent in institutionally stable contexts with manageable levels of hazards and  
risks. Evidently, Strategic Programme 5 may also provide valuable inputs in the latter type  
of countries (e.g. on disaster risk reduction and mitigation policies).",Vytas,02.07.2020 15:47:04,524,0.158946,positive
FAO,FAO_25_2016_Eval,"There is a gradual evolution in the reviewed portfolio towards more genuine resilience  
programming",Vytas,02.07.2020 15:47:04,99,0.03003,positive
FAO,FAO_25_2016_Eval,"n the portfolio analysis, the evolution towards closer coordination and collaboration  
with programme country governments and regional institutions is clear",Vytas,02.07.2020 15:47:05,156,0.04732,positive
FAO,FAO_25_2016_Eval,"The major individual components of the FAO information and early warning systems (IEWS)  
are well established and have made significant progress on achieving results and adoption at  
country leve",Vytas,02.07.2020 15:47:05,195,0.05915,positive
FAO,FAO_25_2016_Eval,"Some of the country offices visited as part of this evaluation’s field work were successful in  
raising resources for resilience-oriented activities by building a strongly contextualized,  
tailored intervention strategy before approaching donors, rather than vice versa, and by  
doing so in tight collaboration with the government rather than in isolation.",Vytas,02.07.2020 15:47:05,356,0.107986,positive
FAO,FAO_25_2016_Eval,"Conclusion 3. The Strategic Programme 5 team has provided dynamic, flexible and supportive  
leadership and helped to “break down silos” in a useful and credible manner. However, there  
are still significant opportunities to merge or coordinate similar work implemented by different  
FAO units under Strategic Programme 5.",Vytas,02.07.2020 15:47:05,321,0.09737,positive
FAO,FAO_25_2016_Eval,"he positive contribution of the Strategic Programme  5 team is recognised within FAO  
as well as by external partners and stakeholders.",Vytas,02.07.2020 15:47:05,135,0.04095,positive
FAO,FAO_25_2016_Eval,"The Strategic Programme 5 Leader is also the Director of the Emergency and Rehabilitation  
Division, a specificity which allows him to mobilize significant human and financial resources  
behind Strategic Programme 5’s implementation and country support.",Vytas,02.07.2020 15:47:05,253,0.076743,positive
FAO,FAO_25_2016_Eval,"Conclusion 4: The Regional Offices have employed a variety of approaches to implement the  
Regional Initiatives. At country level, the Country Programming Framework is filling a real  
need, as it helps to articulate FAO’s programmatic offer in a concise and coherent manner",Vytas,02.07.2020 15:47:05,273,0.08281,positive
FAO,FAO_25_2016_Eval,"A range of approaches has been used to delineate and implement the new Strategic  
Framework at the regional level.",Vytas,02.07.2020 15:47:05,114,0.03458,positive
FAO,FAO_25_2016_Eval,"Flexible support has been provided to country offices by the Strategic Programme 5 team  
and the resilience teams in regional offices, including with the Special Fund for Emergency  
and Rehabilitation Activities",Vytas,02.07.2020 15:47:05,211,0.064003,positive
FAO,FAO_25_2016_Eval,The country programming frameworks (CPFs) are filling a real need at country level,Vytas,02.07.2020 15:47:05,82,0.024873,positive
FAO,FAO_26_2019_Eval,"Instead, the  
BIG2050 Initiative was developed",Vytas,02.07.2020 15:46:44,46,0.028628,positive
FAO,FAO_26_2019_Eval,"CU 
Management has nevertheless been strengthened, which will improve future  
conservation of natural resources and biodiversity",Vytas,02.07.2020 15:46:44,128,0.07966,positive
FAO,FAO_26_2019_Eval,"remaining activities of the  
Component were brought to an end more satisfactorily, including management  
pans, training and investments in CUs",Vytas,02.07.2020 15:46:44,142,0.088373,positive
FAO,FAO_26_2019_Eval,"As a result, future policies and  
interventions can be based on a lot of real data, to the benefit of the health of the  
BIG Ecosystems",Vytas,02.07.2020 15:46:44,135,0.084017,positive
FAO,FAO_26_2019_Eval,"Due to the lack of improvement in water quality the rating of  
Component 3 is only moderately satisfactory.",Vytas,02.07.2020 15:46:44,107,0.066591,positive
FAO,FAO_26_2019_Eval,"Awareness is being proactively promoted and will definitely  
have positive impacts in the future. The Component is considered to be satisfactory",Vytas,02.07.2020 15:46:44,144,0.089618,positive
FAO,FAO_26_2019_Eval,"he  
Initiative is a highly effective mechanism to address priority issues (determined with  
the aid of the RADAR monitoring system) in an integrated manner, involving  
institutional as well as community and individual actors and stakeholders,  
permitting initiatives in the realms of policy and legislation, Protected Areas and  
Natural Resource Management, capacity building, awareness raising, sustainable  
development, as well as any other relevant to the long-term conservation and  
sustainable use of the bay’s ecosystem, promoting its healthy state",Vytas,02.07.2020 15:46:44,554,0.34478,positive
FAO,FAO_26_2019_Eval,"this matter was given attention during  
implementation",Vytas,02.07.2020 15:46:44,54,0.033607,positive
FAO,FAO_26_2019_Eval,Local community members depending on the BIG Ecosystem are,Vytas,02.07.2020 15:46:44,58,0.036096,positive
FAO,FAO_26_2019_Eval,"motivated to continue to be involved in the Watershed Committee and other  
activities promoted by the project.",Vytas,02.07.2020 15:46:44,110,0.068458,positive
FAO,FAO_26_2019_Eval,"he BIG2050 Initiative was very well received  
and offers huge opportunities for stakeholders to continue to be involved. The  
main institutional partners, INEA, Rio de Janeiro State University (UERJ) and the BIG  
municipalities have internalized the project results well, proactively contributing to  
the project activities and making them part of their routines, and since these results  
are linked to their institutional mandates (conservation, health of the environment,  
sustainable development, sanitation, research/monitoring), there is a high potential  
for continuity.",Vytas,02.07.2020 15:46:44,576,0.358472,positive
FAO,FAO_26_2019_Eval,"The project is relevant to the objectives of GEF and FAO, and is aligned with the  
priorities, policies and international obligations of both the federal government of  
Brazil and the Government of the State of Rio de Janeiro. Also, the needs of the  
involved municipalities (Angra dos Reis and Paraty) are adequately addressed. The  
project is also highly relevant to the local population, including the traditional  
population, which includes caiçara, maroon and indigenous communities, by 
offering a healthy natural environment as well as opportunities for sustainable  
development and maintenance of livelihoods.",Vytas,02.07.2020 15:46:44,617,0.383988,positive
FAO,FAO_26_2019_Eval,"Communications of civil society and community representatives confirmed that the  
project promoted social participation from the formulation stage onwards",Vytas,02.07.2020 15:46:44,154,0.095841,positive
FAO,FAO_26_2019_Eval,"An  
effective Watershed Committee was established, with considerable community  
participation. Another important aspect is that the BIG2050 Challenge (see  
Conclusion 3) is of a very inclusive, democratic and accessible nature. The Challenge 
is open to anyone, be it individually or as part of any organization, and procedures  
are kept as simple as possible, as to permit access even for people with relatively  
low levels of formal schooling. The “Challenge” itself attracts much attention of the  
press and general public which has considerable impacts on awareness levels.",Vytas,02.07.2020 15:46:44,577,0.359094,positive
FAO,FAO_26_2019_Eval,"The project generated a fair amount of relevant results for the achievement of the  
project’s general objective. A Watershed Committee was established, institutions",Vytas,02.07.2020 15:46:44,164,0.102065,positive
FAO,FAO_26_2019_Eval,"and some conservation units were strengthened. Relevant policies, legislation,  
regulations and management plans were produced, public awareness has been  
raised, and serious efforts are still being made to institutionalize the  
BIG2050 Initiative and to guarantee its sustainable financing. Hopefully through the  
Challenge it will be possible to tackle current future issues affecting the health of  
the BIG Ecosystem",Vytas,02.07.2020 15:46:44,419,0.260763,positive
FAO,FAO_26_2019_Eval,"Addressing a wide range of issues, including Protected Area Management,  
Integrated Ecosystem Management, Watershed Management, Spatial Planning,  
Marine Pollution and Sanitation, the project is clearly relevant to the health of the  
BIG area by dealing with the problems identified in the Project Information Form  
(PIF) and ProDoc.",Vytas,02.07.2020 15:47:05,333,0.207242,positive
FAO,FAO_26_2019_Eval,"The project is in line with FAO and GEF objectives, as well as local and federal  
policies and international commitments",Vytas,02.07.2020 15:47:05,120,0.074682,positive
FAO,FAO_26_2019_Eval,"The project had a high relevance for the ecosystems, population and institutions in  
the Ilha Grande Bay, and is aligned with major policies and treaties",Vytas,02.07.2020 15:47:05,153,0.095219,positive
FAO,FAO_26_2019_Eval,"With the exception of Component 2, the project managed to implement its  
activities more or less according to plans.",Vytas,02.07.2020 15:47:05,116,0.072192,positive
FAO,FAO_26_2019_Eval,"The project was adequately monitored in accordance with the monitoring and  
evaluation (M&E) plan developed during the first year of the project.",Vytas,02.07.2020 15:47:05,145,0.09024,positive
FAO,FAO_26_2019_Eval,"This Initiative did, though, enable the achievement of a series of objectives related  
to Component 2.",Vytas,02.07.2020 15:47:05,102,0.063479,positive
FAO,FAO_26_2019_Eval,"These activities were substituted by the BIG2050 Initiative (a robust monitoring 
system linked to calls for sustainable development initiatives), resulting in very  
adequate adaptive management.",Vytas,02.07.2020 15:47:05,195,0.121358,positive
FAO,FAO_26_2019_Eval,"Under Component 1, a watershed committee was effectively established; the  
watershed plan, integrated with the Coastal Ecological Economic Zoning, a novum",Vytas,02.07.2020 15:47:05,154,0.095841,positive
FAO,FAO_26_2019_Eval,s expected for 2019.,Vytas,02.07.2020 15:47:05,20,0.012447,positive
FAO,FAO_26_2019_Eval,"everal regulations and legislations were developed and  
decentralization processes were implemented.",Vytas,02.07.2020 15:47:05,100,0.062235,positive
FAO,FAO_26_2019_Eval,"This will lead to improved  
management of the BIG area and reduction of negative impacts. Results obtained  
under Component 1 were considered to be satisfactory.",Vytas,02.07.2020 15:47:05,161,0.100198,positive
FAO,FAO_26_2019_Eval,"Under Component 3, municipal sanitation plans were produced but their",Vytas,02.07.2020 15:47:05,69,0.042942,positive
FAO,FAO_26_2019_Eval,"he RADAR monitoring system is very robust and 
can be used to prioritize action and policy",Vytas,02.07.2020 15:47:05,90,0.056011,positive
FAO,FAO_26_2019_Eval,"Component 4 has been successfully implemented, and received a big impulse from  
the BIG2050 Initiative",Vytas,02.07.2020 15:47:05,102,0.063479,positive
FAO,FAO_26_2019_Eval,"The BIG2050 Initiative has so far been very effective towards achieving its main,  
long-term conservation and sustainable use of the Ilha Grande Bay Ecosystem.",Vytas,02.07.2020 15:47:05,159,0.098953,positive
FAO,FAO_26_2019_Eval,"Moreover, the  
Initiative is highly adaptive, democratic and inclusive.",Vytas,02.07.2020 15:47:05,71,0.044187,positive
FAO,FAO_26_2019_Eval,"Component 5 has delivered the required outputs and the relatively small Project  
Management Unit (PMU) has demonstrated capacity for adapted management,  
maximizing the achievement of outputs within reach and adapting others to  
continue to contribute to the expected outcomes of the project",Vytas,02.07.2020 15:47:05,291,0.181103,positive
FAO,FAO_26_2019_Eval,"Delivery of outputs  
may therefore be considered highly satisfactory.",Vytas,02.07.2020 15:47:05,69,0.042942,positive
FAO,FAO_26_2019_Eval,The local population was actively involved from the formulation stage onwards.,Vytas,02.07.2020 15:47:05,78,0.048543,positive
FAO,FAO_26_2019_Eval,"The BIG2050 Initiative is highly democratic and its calls for  
proposals are easily accessible for people with low levels of formal education.",Vytas,02.07.2020 15:47:05,142,0.088373,positive
FAO,FAO_26_2019_Eval,"The level of buy-in and ownership of the stakeholders involved in the project is  
quite high",Vytas,02.07.2020 15:47:05,92,0.057256,positive
FAO,FAO_26_2019_Eval,"Conclusion 1. The project’s objectives, strategies and actions were relevant to the  
needs and priorities of all beneficiaries and stakeholders.",Vytas,02.07.2020 15:47:05,144,0.089618,positive
FAO,FAO_26_2019_Eval,"Conclusion 3. Through adaptive management the project was able to adapt itself  
after the setback of the Bocaina Mosaic to develop and pursue an alternative  
strategy.",Vytas,02.07.2020 15:47:05,167,0.103932,positive
FAO,FAO_26_2019_Eval,"Conclusion 6. In terms of social participation, the project has generated significant  
result",Vytas,02.07.2020 15:47:05,93,0.057878,positive
FAO,FAO_26_2019_Eval,"Conclusion 7. The project created a good basis for the achievement of the general  
objective.",Vytas,02.07.2020 15:47:05,93,0.057878,positive
FAO,FAO_27_2018_Eval,"FAO acted on  
COAG’s recommendation by establishing the ground for GASL to function, leading  
to its endorsement by COAG in May 2012. In addition to clearly aligning to the 2030  
Agenda and contributing to several Sustainable Development Goals (SDGs), GASL’s  
appeal was that it provided a unique forum to discuss the issues around livestock  
sustainability with a broad and diverse participation. GASL’s focus has been gradually  
broadened from a focus on natural resources to include other topics considered to  
encompass the main factors affecting sustainability such as social, economic and  
environmental issues. The growth in membership from 56 in 2015 to 105 in 2018  
demonstrates its relevance as well as its potential outreach.",Vytas,02.07.2020 15:46:44,736,0.347219,positive
FAO,FAO_27_2018_Eval,"eing  
hosted as a project in FAO was instrumental to its ability to attract funding and new  
members, as well as maintain balance and participation among members.",Vytas,02.07.2020 15:46:44,162,0.076426,positive
FAO,FAO_27_2018_Eval,"While there is clear room for  
improvement in such areas, being hosted in FAO presents more advantages than  
disadvantages at this time.",Vytas,02.07.2020 15:46:44,136,0.06416,positive
FAO,FAO_27_2018_Eval,"The contributions and added value of GASL rest in its partnership building and  
knowledge sharing effects, which have been clearly appreciated by its members.  
Reaching a common approach and definition of sustainable livestock will require  
time and concerted efforts, and GASL, with its broad membership, is well positioned  
to contribute to this goal.",Vytas,02.07.2020 15:46:44,353,0.166533,positive
FAO,FAO_27_2018_Eval,"This representativeness is further strengthened  
by an internal governance structure which has proven flexible and participatory in  
responding to members’ needs, and has to continuously balance between inclusivity  
and decisive actions.",Vytas,02.07.2020 15:46:44,237,0.111808,positive
FAO,FAO_27_2018_Eval,"however there is a clear potential to do so to address equity issues in  
the livestock sector.",Vytas,02.07.2020 15:46:44,94,0.044345999999999997,positive
FAO,FAO_27_2018_Eval,"ASL’s goal of advancing towards a common vision for  
sustainable livestock requires continuous compilation of evidence, and application  
of policies and practices based on local contexts; this learning mechanism was  
facilitated by the creation of Action Networks.",Vytas,02.07.2020 15:46:44,264,0.124546,positive
FAO,FAO_27_2018_Eval,"The design of the Project reflected its intended nature as a vehicle to establish a  
Global Agenda with a global mandate and a broad stakeholder participation, with  
the ultimate goal of policy and practice change in the livestock sector.",Vytas,02.07.2020 15:47:05,238,0.11228,positive
FAO,FAO_27_2018_Eval,"his  
pioneering approach required adjustments to its internal governance along the way,  
such as amendments to its membership conditions and internal decision-making  
processes, which have been enacted in a participatory and effective way.",Vytas,02.07.2020 15:47:05,239,0.112752,positive
FAO,FAO_27_2018_Eval,"Furthermore, FAO’s  
technical expertise in the livestock sector provided an important contribution to the  
initial thematic focus of GASL and its overall strategic direction",Vytas,02.07.2020 15:47:05,173,0.081615,positive
FAO,FAO_27_2018_Eval,"While the ultimate results and impacts of GASL will only become apparent in time,  
the approach of this initiative has demonstrated encouraging progress towards a  
more consensual view on sustainable livestock as well as policy and practice change.",Vytas,02.07.2020 15:47:05,248,0.116998,positive
FAO,FAO_27_2018_Eval,"The Project is clearly aligned and contributing to the strategic  
priories of FAO and members of the Global Agenda for Sustainable Livestock, as well  
as several SDGs. It is addressing a gap in the global discourse on livestock  
sustainability which was not being addressed by other stakeholders.",Vytas,02.07.2020 15:47:05,296,0.139642,positive
FAO,FAO_27_2018_Eval,"The Project has successfully established and expanded  
the Global Agenda for Sustainable Livestock into an attractive and inclusive platform.  
Being hosted in FAO, and supported through the Agenda Support Team, has been  
critical in attracting members and donors;",Vytas,02.07.2020 15:47:05,263,0.124074,positive
FAO,FAO_27_2018_Eval,"Representation in the Global Agenda for Sustainable Livestock is  
broad and diverse, and respects the principle of openness and inclusiveness",Vytas,02.07.2020 15:47:05,141,0.066519,positive
FAO,FAO_27_2018_Eval,"GASL has proven to be effective in enabling some exchange of  
knowledge, tools and best practices among members, and there is an expectation by  
members that it will do so even more in the future, thereby creating an incentive for  
continued participation.",Vytas,02.07.2020 15:47:05,256,0.120772,positive
FAO,FAO_28_2019_Eval,"oday, FAO has a fully established Subregional Office for Central Asia  
(SEC), as well as adequate infrastructure with representation and offices in most  
countries, except Kazakhstan and Turkmenistan.",Vytas,02.07.2020 15:46:44,200,0.124648,positive
FAO,FAO_28_2019_Eval,"n addition, the process of  
developing the Country Programming Frameworks (CPFs) has helped to facilitate  
increased collaboration in the region. During the programme period, a good  
foundation has been developed, which will benefit the next phase.",Vytas,02.07.2020 15:46:44,248,0.154563,positive
FAO,FAO_28_2019_Eval,"The portfolio is aligned with the national and regional development  
priorities and with FAO regional priorities.",Vytas,02.07.2020 15:46:44,113,0.070426,positive
FAO,FAO_28_2019_Eval,"his was especially helpful to some research  
institutions. While most projects developed new knowledge and skills among the  
participants",Vytas,02.07.2020 15:46:44,137,0.085384,positive
FAO,FAO_28_2019_Eval,"n some implementing institutions, however, the level of ownership was found to  
be higher, with corresponding improvements in knowledge, skills and equipment  
use",Vytas,02.07.2020 15:46:44,162,0.100965,positive
FAO,FAO_28_2019_Eval,"n some cases, partnerships were  
established and further developed among research institutions through the FTPP,  
including several that were linked to international networks",Vytas,02.07.2020 15:46:44,174,0.108444,positive
FAO,FAO_28_2019_Eval,"few small projects, however, created  
the knowledge and awareness needed to formulate larger interventions.",Vytas,02.07.2020 15:46:44,107,0.066687,positive
FAO,FAO_28_2019_Eval,"Part  
of these aspects have been addressed over the duration of the programme, and  
the improved infrastructure should benefit the next phase of programming.",Vytas,02.07.2020 15:46:44,157,0.097849,positive
FAO,FAO_28_2019_Eval,"The themes addressed in the project portfolio are relevant, as they address  
important and priority challenges in the region, as well as areas of FAO’s  
competencies",Vytas,02.07.2020 15:47:05,165,0.102834,positive
FAO,FAO_28_2019_Eval,"Except for capacity development, which was the main aim of the programme",Vytas,02.07.2020 15:47:05,72,0.044873,positive
FAO,FAO_28_2019_Eval,"Although the FTPP created good opportunities for  
partnership development, and stakeholders appreciate the expertise provided",Vytas,02.07.2020 15:47:05,125,0.077905,positive
FAO,FAO_28_2019_Eval,"FTPP helped  
to increase the capacities of many implementing institutions, particularly regarding  
human resources and equipment",Vytas,02.07.2020 15:47:05,128,0.079775,positive
FAO,FAO_28_2019_Eval,"The  
programme succeeded to some extent in increasing FAO’s visibility, particularly  
among public institutions",Vytas,02.07.2020 15:47:05,111,0.06918,positive
FAO,FAO_28_2019_Eval,"The programme established various partnerships, the most successful of which was  
the intra-regional partnership of the Central Asian and Caucasus Regional Fisheries  
and Aquaculture Commission (CACFish)",Vytas,02.07.2020 15:47:05,203,0.126518,positive
FAO,FAO_28_2019_Eval,"With the aim of building capacities in food security and safety,  
natural resource management and national capacity development in Central Asia,  
phase one of the FTPP established a beneficial collaboration among the Turkish  
Government and regional and international experts",Vytas,02.07.2020 15:47:05,275,0.171391,positive
FAO,FAO_28_2019_Eval,"While the programme’s projects improved some capacities in public institutions,",Vytas,02.07.2020 15:47:05,79,0.049236,positive
FAO,FAO_29_2019_Eval,"unding  
opportunities have encouraged increased incorporation of climate change into programmes.",Vytas,02.07.2020 15:46:44,96,0.045429,positive
FAO,FAO_29_2019_Eval,"Contributions have been noted in three areas: support for evidence-based policy  
formulation, the creation of knowledge products and technical guidance, and  
investment in strengthening technical capacities within FAO and in counterpart  
institutions, supported by normative products.",Vytas,02.07.2020 15:47:05,284,0.134393,positive
FAO,FAO_29_2019_Eval,"theless, the evaluations validated FAO’s contributions to  
strengthening government capacity for evidence-based policy formulation in a number of  
interdisciplinary areas, including integrated natural-resource management, food security,  
nutrition, rural poverty, food systems and resilience.",Vytas,02.07.2020 15:47:05,292,0.138179,positive
FAO,FAO_29_2019_Eval,"Climate change has been integrated more and more into programming, especially in relation  
to SO2 and SO5, and a number of scalable good practices have been developed",Vytas,02.07.2020 15:47:05,166,0.078554,positive
FAO,FAO_29_2019_Eval,"Other cross-cutting themes, such as gender, nutrition and governance, have been addressed 
to varying degrees",Vytas,02.07.2020 15:47:05,109,0.051581,positive
FAO,FAO_29_2019_Eval,"Implementing the Strategic Framework has steered FAO in a new direction and better  
prepared the Organization for the 2030 Agenda, which will call for similar interdisciplinary  
approaches, cross-sectoral thinking and collaboration with diverse partners, but on a much  
bigger scale",Vytas,02.07.2020 15:47:05,282,0.133447,positive
FAO,FAO_3_2017_Eval,"As such, these projects  
have made an important contribution to the implementation of the objectives of the Treaty",Vytas,02.07.2020 15:46:44,114,0.056734,positive
FAO,FAO_3_2017_Eval,"This included preliminary analyses, vulnerability assessments  
and field trials to identify appropriate actions and target groups in both, strategic action  
plans and immediate action projects. As a result, all projects were found to be aligned with  
both the provisions of the Treaty and other international agreements and conventions  
including Millennium Development Goals, Convention of Biological Diversity and United  
Nations Framework Convention on Climate Change",Vytas,02.07.2020 15:46:44,470,0.233904,positive
FAO,FAO_3_2017_Eval,"Taking into account the above- 
mentioned results, the evaluation considers that the immediate action projects represent  
good value for money, especially when average expenditure per project was USD 221 000.",Vytas,02.07.2020 15:46:44,208,0.103515,positive
FAO,FAO_3_2017_Eval,"Furthermore, there  
were cases in some of the farming communities visited in Guatemala, Malawi and Peru  
where crop diversity had increased and production of local varieties was actually registering  
higher productivity rates than at the end of the immediate action projects.",Vytas,02.07.2020 15:46:44,275,0.136859,positive
FAO,FAO_3_2017_Eval,"The concluded 19 projects reviewed have successfully contributed to raising awareness and  
building consensus among vulnerable farming communities and implementing partners,  
particularly on the role that PGRFA plays in maintaining the food and nutrition security of  
farmers that are vulnerable to the growing effects of climate change",Vytas,02.07.2020 15:47:04,336,0.167217,positive
FAO,FAO_3_2017_Eval,"This achievement has been supported by the formulation of strategic action plans which  
have resulted in the production of a large amount of scientific, geographical and technical  
material, facilitated delivery of new accessions to gene banks and on-farm conservation  
and enhancement of around 1 000 crop varieties.",Vytas,02.07.2020 15:47:04,317,0.157761,positive
FAO,FAO_3_2017_Eval,"All 19 projects addressed important gaps both at the regional/national and local/agro- 
ecological zone levels, in particular the need to enhance the linkages between in situ and  
ex situ conservation of PGRFA and its sustainable use to safeguard the food security of  
vulnerable communities.",Vytas,02.07.2020 15:47:04,292,0.145319,positive
FAO,FAO_3_2017_Eval,"The strategic action plans represented an effective means through which a large number  
of different stakeholders linked to PGRFA could exchange information, carry out research  
and analysis, and develop consensus on the actions needed to advance in situ and ex  
situ conservation and sustainable use of PGRFA. Lead farmers trained by the immediate  
action projects made significant contributions to: i) in situ conservation of PGRFA through  
seed transfer of local/improved varieties of PGRFA from the national gene banks; and ii)  
recognition and valorization of farmers’ knowledge and capacity to conserve local varieties  
that are highly adapted to local conditions.",Vytas,02.07.2020 15:47:04,670,0.333438,positive
FAO,FAO_3_2017_Eval,"The decision to fund a large number of strategic action plans and immediate action projects  
with a duration of one and two years and budget ceilings of USD 400 000 (strategic action  
plans) and USD 300 000 (immediate action projects) was an efficient mechanism to attract  
high numbers of pre-proposals and full project proposals.",Vytas,02.07.2020 15:47:04,331,0.164728,positive
FAO,FAO_3_2017_Eval,"Supporting vulnerable farming communities in marginal rural areas is an effective and  
sustainable way of conserving PGRFA, as well as increasing the availability to facilitate its  
sustainable use.",Vytas,02.07.2020 15:47:04,198,0.098538,positive
FAO,FAO_3_2017_Eval,"Nevertheless, the evaluation found a large number of lead farmers  
were continuing to conserve the PGRFA promoted by the projects",Vytas,02.07.2020 15:47:04,129,0.064199,positive
FAO,FAO_30_2018_Eval,"n addition, since the  
Project was designed with the participation of the authorities of the Decentralized  
Autonomous Government of the Province of Chimborazo (GADPCH), it managed to achieve  
a strong sense of appropriation and alignment with the Land Use and Development Plan  
(LUDP) of the GADPCH. In addition, communities consulted showed great acceptance during  
project implementation.",Vytas,02.07.2020 15:46:44,391,0.115985,positive
FAO,FAO_30_2018_Eval,"the creation of Management Committees for the five selected micro watersheds with  
five management plans incorporating productive sub-projects;  
  the establishment of a pilot compensation mechanism for environmental services and  
an assessment study of the paramo environmental services; 
  the preparation of a new management plan to facilitate the improvement of the  
management of the Chimborazo Fauna Production Reserve (RPFCH) and for the  
management of the vicuña; 
  the approval of provincial ordinances and parish resolutions that favour the  
conservation of the paramo and of biodiversity; 
  raising awareness among different levels of stakeholders on the need to protect the  
paramo for its water resources; 
  the creation of monitoring networks to monitor the quality and quantity of water  
(SIMOV) and the hydrometeorological network.",Vytas,02.07.2020 15:46:44,845,0.250659,positive
FAO,FAO_30_2018_Eval,"It was also found that it made a substantial contribution to the generation of  
local planning skills in accordance with the LUDP guidelines based on participatory  
consultations with the different interested parties, including local communities",Vytas,02.07.2020 15:46:44,245,0.072676,positive
FAO,FAO_30_2018_Eval,"For example, 111 communities participated in the generation of the  
management and co-management plans based on zoning in five micro watersheds and that  
included a participatory prioritization of pilot sub-projects through mutual agreement  
between the GADPCH and the communities. In another example, seven communities of the  
RPFCH buffer zone participated in the design of the co-management plans and a vicuña16 
working group was created to define by consensus who the beneficiaries would be and how  
they would be involved. The selection of the final participants was performed in coordination  
with the GADPCH and another operational project in the area of intervention (PIDD project)  
to avoid the overlapping of beneficiaries in the pilot projects identified and ensure that the  
beneficiaries selected agreed to co-fund their implementation (by means of the rendering of  
manual labour, the delivery of local materials, etc.) and with the aim of promoting their  
appropriation and the sustainability perspectives.",Vytas,02.07.2020 15:46:44,1022,0.303163,positive
FAO,FAO_30_2018_Eval,"Without doubt, this situation facilitated a high level of  
training of female leaders in the vast majority of communities involved. In addition, it was  
found that there was substantial participation by female professionals in the OPIM and at  
various levels of the DAGs.",Vytas,02.07.2020 15:46:44,271,0.080389,positive
FAO,FAO_30_2018_Eval,"ndoubtedly, in these cases there will be  
opportunities to continue strengthening institutional structures at community level, such as  
the co-management committees of said management plans because the GADPCH will  
continue with campaigns to raise awareness on the importance of conserving the paramo.",Vytas,02.07.2020 15:46:44,301,0.089288,positive
FAO,FAO_30_2018_Eval,"However, the opportunities for profitability resulting from activities  
such as the sale of vicuña wool is more guaranteed due to its high price in the official market  
(USD 500/kilo for non-processed wool).",Vytas,02.07.2020 15:46:44,207,0.061404,positive
FAO,FAO_30_2018_Eval,"t was coherent with the GEF mandate on fitting  
FAO's Strategic Objective 2 into its Biodiversity Strategy Area (Objectives 1 and 2). At national and  
subnational level it was coherent with the National Biodiversity Strategy and the Strategic Plan of  
the National System of Protected Areas of Ecuador and, at provincial level, with the LUDP and  
GADPCH. In terms of the beneficiary communities, there was a high level of project acceptance as  
it responded to their needs, including their adaptation to the effects of climate change, particularly  
a marked reduction of water in the water basins in recent years.",Vytas,02.07.2020 15:46:44,613,0.181839,positive
FAO,FAO_30_2018_Eval,Overall rating of the project: Moderately satisfactory56,Vytas,02.07.2020 15:47:05,56,0.016612,positive
FAO,FAO_30_2018_Eval,"Project achievements were significant in the province of  
Chimborazo, such as raising environmental awareness regarding the conservation of water  
resources, the construction of the regulation in the province to implement compensation  
mechanisms for environmental services in order to improve the governance of natural  
resources, the approval of ordinances at provincial and cantonal Decentralized Autonomous  
Government (DAG) level to protect the biodiversity, storage and optimization of the use of  
irrigation water by creating committees of irrigators and water for human consumption.",Vytas,02.07.2020 15:47:05,590,0.175016,positive
FAO,FAO_30_2018_Eval,"he OPIM (Operational Partner Implementation Modality) managed to execute all  
of the funds budgeted by GEF and was instrumental in executing more co-financing than  
planned in the ProDoc",Vytas,02.07.2020 15:47:05,186,0.055175,positive
FAO,FAO_30_2018_Eval,Relevance rating: Satisfactory,Vytas,02.07.2020 15:47:05,30,0.008899,positive
FAO,FAO_30_2018_Eval,"Project design is coherent with the objectives of GEF,10 FAO and national and provincial  
objectives (legal and institutional11 framework) and responds extensively to the needs of",Vytas,02.07.2020 15:47:05,179,0.053098,positive
