,segment,truth_label,id
4205,"Addressing these gaps calls for separate initiatives (currently under consideration), and these require different protection capacities to those required for IDP situations, especially for coordinating and leading the Protection Cluster at the country level.",neutral,4205
4206,"If one looks at the GLIDE (GLobal IDEntifier number) data-base, or EM-DAT of the Centre for Research on the Epidemiology of Disasters, one can see the alarming frequency of sudden-onset natural disasters.",neutral,4206
4207,"Given the systemic linkages between UNDAC disaster assessments, CERF Rapid Response Grants and Flash Appeals, UNHCR should give serious consideration to becoming an integral member of UNDAC teams, along with OCHA, UNDP, UNICEF, WFP and WHO.",neutral,4207
4208,"In the past, UNHCR has premised its involvement in IDP conflict-related operations on availability of resources.",neutral,4208
4209,"Even if these amendments had been accepted, there would still be a problem in that the contributions from the envisaged appeals have not eventuated.",neutral,4209
4210,"Similarly, the range of other actors working in the Protection Cluster means that the type of protection activities making up this Cluster in a Flash Appeal can be quite diverse.",neutral,4210
4211,The issue is also raised in the recent IASC-sponsored Cluster Approach Evaluation Phase 2.,neutral,4211
4212,A Cluster Lead has to ensure that all facets of protection are covered in a coherent fashion in any given situation; this approach to protection is more than the sum of the contributions of participating agencies working in a particular Cluster- coordinated operation.,neutral,4212
4213,The first relates to an intervention by UNHCR limited to the provision of Non-Food Items (NFIs).,neutral,4213
4214,"The fourth and fifth scenarios looked at the concrete interventions in Myanmar (2008) and Haiti (2010) as examples of a more general involvement in natural disasters, either with responsibility for particular Clusters (Myanmar) or without having a lead role in relation to any sector (Haiti).",neutral,4214
4215,"One of the new, recurring features of recent involvements is the inclusion of Quick Impact Projects (QIPs) whose number and contents (and costs) vary from operation to operation.",neutral,4215
4216,Related to the costs of intervention is the question of the duration of a given operation.,neutral,4216
4217,"The IASC needs to establish guidelines for the winding up of clusters, and for ensuring that Strategic Operational Frameworks for each Cluster in a given operation include an exit strategy.",neutral,4217
4218,"Partnerships are essential for effective protection delivery, be it in refugee or IDP situations.",neutral,4218
4219,"Furthermore, there needs to be close cooperation between all the Clusters in a given operation, especially between the Shelter, CCCM and Education Clusters.",neutral,4219
4220,The protection needs that present themselves in a natural disaster situation are not dissimilar to those found in refugee or IDP conflict-related situations: risk of sexual and gender-based violence (SGBV) due to overcrowding in evacuation centres; unequal access to relief; unaccompanied and separated children; lack of a system to identify and assist persons with special needs; limited information and consultation of communities on relief and rehabilitation measures; loss of personal identification documents; loss of housing and land for irregular slum dwellers with no avenues for compensation.,neutral,4220
4221,"Natural disasters will require a further gearing up, as the first response in the form of the UNDAC team is within a time frame of 24 hours.",neutral,4221
4222,"Moreover, given overall limited resources, the issue of prioritization of assistance for those affected in natural disasters becomes essential, and in this context, profiling of IDPs in natural disaster contexts, and registration of those in evacuation and relocation centres, are not just a management issue but a protection issue.",neutral,4222
4223,It is in this perspective that UNHCR should seek to become part of the UNDAC.,neutral,4223
4224,It is suggested that any further involvement in this new type of IDP operations by UNHCR should take place in an incremental manner with an involvement in 2010 limited initially to a specified number of natural disasters.,neutral,4224
4225,"It does imply, however, that the other two protection-mandated agencies will also need to develop, along the lines of the UNICEF study considered below, their capacity to coordinate and deliver a comprehensive form of protection in an operationally effective manner in natural disaster situations.",neutral,4225
4226,"Hopefully, this study may help in this regard.",neutral,4226
4227,"The High Commissioner, in the light of the likely significant demands flowing from any UNHCR involvement in natural disasters, may need to review the staffing implications of such involvement; as a minimum, two parts of UNHCR Headquarters will require strengthening, namely the Emergency Preparedness and Response Section (EPRS), and the second pillar in the revised DIP structure which will be dealing with the Protection Cluster.",neutral,4227
4228,The principal findings and recommendations of the evaluation can be summarized as follows.,neutral,4228
4229,The context within which the project operated changed significantly in the course of 2009.,neutral,4229
4230,"Only a limited number of the refugees can expect to be accepted for resettlement, and yet those who remain in the three countries of asylum have almost no prospect of 2 local integration or gaining secure residency rights, both of which have been effectively ruled out by the authorities.",neutral,4230
4231,KEY FINDINGS: Effectiveness and impact.,neutral,4231
4232,Strengthening resilience to shocks.,neutral,4232
4233,"This study has found that PoC face high levels of shocks and stressors, inhibiting their livelihood development and progress toward self-reliance.",neutral,4233
4234,A resilience approach is important to support PoC to not lose gains made from participating in livelihoods programmes when faced with shocks.,neutral,4234
4235,"Considering the dynamic contexts and high level of shocks UNHCR is operating in, a resilience strategy helps programmes pivot from humanitarian to development approaches in areas with protracted crises and chronic stressors.",neutral,4235
4236,External factors affecting results.,neutral,4236
4237,Strengthening monitoring systems to measure impact and resilience.,neutral,4237
4238,"Recognizing these challenges with the Focus Data, it is important that UNHCR began monitoring livelihoods outside of Focus through the revised monitoring indicators.",neutral,4238
4239,"UNHCR first released the Minimum Criteria for Livelihoods Programming in February 2015 to bring greater accountability and quality assurance in livelihoods programming, but has recognized the need to shift and adapt these guidelines since their initiation.",neutral,4239
4240,"Recognizing this, many operations are shifting to development-oriented and systems-level approaches.",neutral,4240
4241,"Given that most UNHCR programmes are operating in contexts of protracted displacement, shocks will be a mainstay of the operational context, which is why a resilience framework is key.",neutral,4241
4242,"TANGO recognizes that a fundamental question for the livelihood strategy moving forward is not only how to do livelihoods, but if UNHCR should do livelihoods.",neutral,4242
4243,"In all, these roles build the foundation of refugee access to basic services and systems on which economic and development activities will depend.",neutral,4243
4244,UNHCR must continue in its protection work but with a more intentional livelihoods and resilience lens in building absorptive capacity.,neutral,4244
4245,"UNHCR should coordinate with partners operating at scale to fill that role of individual- based livelihood interventions: e.g., vocational trainings, business start-up, financial literacy, language learning, individual work permit applications, etc",neutral,4245
4246,"As one of the entry points to the European Union, the Canary Islands have received large numbers of irregular maritime migrants in recent years, more than 30,000 in 2006 alone.",neutral,4246
4247,"Branch Office in Madrid monitors the situation closely, however, and advocates for improved access to asylum procedures and the humane treatment of those people arriving by boat.",neutral,4247
4248,"In the interests of brevity, these recommendations are not repeated in the main body of the report.",neutral,4248
4249,A 2009 paper discusses the need for measurable benchmarks.,neutral,4249
4250,In this way UNHCR can better manage the expectations and aspirations of all actors involved.,neutral,4250
4251,"The emphasis in 2013 is on multi-lateral, multi-year planning to bring a multiplier effect through SUR.",neutral,4251
4252,"For UNHCR, the issue of involving development actors in the search for durable solutions for persons displaced by conflict, namely refugees, has a long history stretching back to the early 1980s, in particular the International Conference on Assistance to Refugees in Africa (ICARA) in 1984.",neutral,4252
4253,This paper attempts to account for this.,neutral,4253
4254,"The unanticipated emergency generated a massive influx of migrants, refugees and asylum seekers in Tunisia and Egypt, two countries which themselves had only recently experienced major political upheavals.",neutral,4254
4255,The border camps established in Tunisia and Egypt to accommodate the new arrivals presented UNHCR with the challenge of having to deal with a very diverse group of people in terms of both their nationality and their legal status.,neutral,4255
4256,FINDINGS Contextual Constraints 1.,neutral,4256
4257,"The magnitude of the refugee influx, compounded by the poor condition of arrivals, exacerbated extraordinary challenges.",neutral,4257
4258,"An inadequate food aid mechanism, compounded by other unmet needs, had a destabilising effect on nutritional status.",neutral,4258
4259,Systems and Policies 4.,neutral,4259
4260,Operations 9.,neutral,4260
4261,Coordination 12.Coordination mechanisms were inadequate for an effective response,neutral,4261
4262,"By any standards the scale of the refugee influx in a relatively short period of time in Dollo Ado, with 24,000 arriving in one month alone was very challenging.",neutral,4262
4263,"In fact, the most common source of cash income was reported to be the sale of food aid.",neutral,4263
4264,By March 2011 the annual UNHCR planning figures for new arrivals had been exceeded in just three months.,neutral,4264
4265,"Already in 2010 the existing refugee population in Dollo Ado could be classified as in a critical or emergency situation as per GAM rates (16%) aggravated by poor environmental sanitation, shelter problems, dependent on food aid and low measles vaccination coverage.6",neutral,4265
4266,"The transit centre space was designed for 3,900 individuals for a maximum of 3 days however starting from the end of April 2011, the transit centre population exceeded the intended capacity and it remained over capacity for the next 8 months7.",neutral,4266
4267,Coordination of the emergency response occurred at 3 levels.,neutral,4267
4268,"Through an analysis of sources including programme documents and qualitative interviews with relevant stakeholders, the evaluation has reached the following primary conclusions.",neutral,4268
4269,This should not entail a burgeoning of activities and scope but rather a much stronger focus.,neutral,4269
4270,None of the strategic planning approaches that UNHCR may consider are new.,neutral,4270
4271,Changing the way UNHCR does business?,neutral,4271
4272,"The aim of the AGDM strategy was to ensure a broad participatory, rights- and community-based approach within UNHCR operations, based on an analysis of protection risks from the standpoint of age, gender and other social factors.",neutral,4272
4273,The ACTION Plan also emphasized that AGDM was the responsibility of all UNHCR staff.,neutral,4273
4274,"The AGDM strategy introduced a shift in thinking about the meaning of ""protection"".",neutral,4274
4275,"The remainder of this Executive Summary, as in the main report, is organised around the six thematic areas of the 2007-2009 AGDM Action Plan.",neutral,4275
4276,"A more strategic use of Community Services staff at the Management level in country operations to ensure the operation is guided by a clear, detailed and pro-active Age, Gender and Diversity Country Strategy.",neutral,4276
4277,"UNHCR should encourage OCHA, as it works to identify a common needs assessment framework for humanitarian interventions, to consider the UNHCR PA tool as a valid, participatory methodology for identify age, gender and diversity issues in the context of emergency or other forms of humanitarian response.",neutral,4277
4278,A revised PA tool must provide guidance on how operations should approach participation of persons of concern throughout the programme cycle.,neutral,4278
4279,"Without a systematic baseline against which to measure progress, it is only possible to approximate the current state of UNHCR organisational capacity, as opposed to measuring progress.",neutral,4279
4280,"Budget cuts often impact disproportionately on areas crucial to the protection of women, children and persons with specific needs, leaving them exposed to a variety of protection risks, particularly for persons who are already at heightened risk.",neutral,4280
4281,"UNHCR must provide staff with more guidance as to how they are to do this in line with organizational realities and resources, and within the context of an overall AGDM Strategy.",neutral,4281
4282,It is recommended that a formal dialogue with donors take place to address the issue of Non-Negotiable Standards of Assistance.,neutral,4282
4283,Findings 1.,neutral,4283
4284,A final factor that has an important influence on predictability is planning for transition and de-activation.,neutral,4284
4285,"Are the three strategies relevant, coherent, informed by evidence, and adequately designed?",neutral,4285
4286,To what extent have the strategies been implemented?,neutral,4286
4287,"With regards to the Education Strategy, nearly all the countries that were implementing any education activities corresponding to strategy action areas were already including these in the COP in 2012.",neutral,4287
4288,What were the results of the strategies?,neutral,4288
4289,III.,neutral,4289
4290,The response to the sudden influx of hundreds of thousands of Rohingya into Bangladesh in August 2017 has been complex and challenging.,neutral,4290
4291,"The next phase will be equally challenging, albeit in a different way.",neutral,4291
4292,This outcome was not guaranteed.,neutral,4292
4293,A Prime Ministerial directive in mid-September enabled UNHCR to work at scale throughout the affected region.,neutral,4293
4294,"In practice, this translates to undertaking activities aimed at obtaining full respect for the rights of individuals, in accordance with international humanitarian, human rights and refugee law.",neutral,4294
4295,"As a result, it should be examined together with the findings in the next section.",neutral,4295
4296,"Throughout the first year of the response, UNHCR was the protection lead for the Rohingya response, but was not the overall lead agency either in terms of delivery or coordination, despite this being a refugee crisis (see main body of report for a detailed explanation of this).",neutral,4296
4297,"Unfortunately, its launch coincided with the signing of the Memorandum of Understanding (MoU) between UNHCR, the United Nations Development Programme (UNDP) and the Government of Myanmar, the contents of which have not been made public, leading to suspicion among the Rohingya refugees as to the true purpose for the registration, and concurrently, a slow uptake.",neutral,4297
4298,"In the settlements, community-based protection approaches were a critical intervention given that the scale of the response made it close to impossible to establish and manage an effective case management system, particularly in the first few months.",neutral,4298
4299,"Many of the agencies in the refugee response do not have refugee protection expertise or backgrounds in protection, and mainstreaming protection seems rather abstract.",neutral,4299
4300,"Already some refugees reportedly resort to hazardous and exploitative illegal work to get by, including within the drugs trade and the sex industry.",neutral,4300
4301,"The scale of these problems is unknown given limited security at night, no access to justice, a culture of impunity and cultural barriers.",neutral,4301
4302,"Coordination for the Rohingya refugee response has been complex, evolving and a reflection of inter-agency dynamics and Government of Bangladesh policies and priorities.",neutral,4302
4303,"In Dhaka, a tripartite Strategic Executive Group (SEG) leads the international response, and is jointly led by the Resident Coordinator, UNHCR and IOM.",neutral,4303
4304,"In terms of the international response, a different coordination approach exists, with roughly half the population living in camps managed by IOM and the other half living in camps managed by UNHCR based on a geographic division of responsibility.",neutral,4304
4305,The ISCG was initially led by IOM and in place prior to the August 2017 influx through Government directives provided between 2013 and 2017.,neutral,4305
4306,"Challenging decisions are often delayed because the three SEG members cannot agree; at an operational level, disputes are often elevated to the Heads of Sub Office Group (HoSOG), or senior leadership unnecessarily for the same reasons.",neutral,4306
4307,A coordination review to examine how the current system can be improved and streamlined was commissioned in September 2018.,neutral,4307
4308,"The context in the country of asylum is challenging, given that the Rohingya are increasingly unpopular locally as a result of labour competition, environmental destruction and perceived criminality.",neutral,4308
4309,"The current situation presents an opportunity for dialogue, and especially for UNHCR expertise, but with a lack of consistent leadership in Dhaka in the first year of the response and an already strong and exclusive bilateral approach by the two governments, this has not yet happened.",neutral,4309
4310,"As this evaluation was being finalized, the first attempt by the Government of Bangladesh to start the repatriation process was taking place.",neutral,4310
4311,"The organization will need to continue explaining its position to concerned stakeholders, to dialogue and advocate with the Government, and to build allies within the strong local NGO community.",neutral,4311
4312,It is nothing short of remarkable that Bangladesh and its international partners have managed to give refuge to almost a million Rohingya refugees without mass casualties from epidemic or natural hazards.,neutral,4312
4313,Government commitment has been made to not forcibly return the refugees.,neutral,4313
4314,The history of the Rohingya is one of extreme suffering and precariousness.,neutral,4314
4315,UNHCR has a significant role to play in determining that solution and the international community must continue to do everything it can to work with both governments to find an acceptable future for the Rohingya.,neutral,4315
4316,"UNHCR should lend its expertise, at the peril of entering a challenging political arena, to press for sustainable return in Rakhine State, and resolution of the question of citizenship for Rohingya people.",neutral,4316
4317,"The ETCs offer a mechanism to UNHCR to provide a safe environment for refugees pending resettlement processing, including those classified under emergency or urgent priority, and to realize the durable solution of resettlement.",neutral,4317
4318,The life-saving 2 dimension in compelling protection cases is seen as vital even if there are very few emergency cases.,neutral,4318
4319,"Moreover, ETCs provided resettlement countries (and the IOM as part of its Resettlement Service Centre function for the US-government) access to refugees to undertake activities necessary to complete the resettlement process, including the selection of municipalities in resettlement countries.",neutral,4319
4320,"For the ETC-hosting governments, Romania and the Slovak Republic, the centres provided an opportunity to show their solidarity with countries hosting large refugee case-loads, while neither providing a permanent home to larger groups of refugees nor carrying all the operational costs of these centres.",neutral,4320
4321,"While the coverage of the ETCs is in principle global, only refugees of some nationalities and countries of first asylum have been accommodated in the centres.",neutral,4321
4322,"The overall expenditures for Timisoara, excluding food costs ranged from USD 621,700 in 2012, USD 654,900 in 2013 to USD 657,000 in 2014.",neutral,4322
4323,"Considering the nature of emergency case handling, and the flexibility this requires, the ETCs must always have space available to receive cases with serious protection needs.",neutral,4323
4324,Capacity has generally been viewed in terms of the available number of beds instead of in relation to site and shelter space available.,neutral,4324
4325,These standards should be based for example on the Sphere minimum humanitarian standards for shelter and non-food items.1,neutral,4325
4326,The Romanian government has received funds from the EU to upgrade an existing facility to house the ETC.,neutral,4326
4327,"The utilization of the ETCs has also been viewed in connection with the selection of refugees, and the process of obtaining clearances and organizing the transfer to one of the centres.",neutral,4327
4328,There are some differences in the provision of protection and assistance in the two ETCs.,neutral,4328
4329,Article 2 (2) of the Tri-Partite Agreement states that refugees “shall be required to reside in the ETC facility designated by the Romanian government.”,neutral,4329
4330,Resettlement is by definition a partnership activity.,neutral,4330
4331,Only the centre in Timisoara was used for emergency priority cases in 2013 and 2014.,neutral,4331
4332,"The majority of refugees were transferred to the ETCs to support either the processing of resettlement cases by means of interviews, biometrics or to find municipalities in the resettlement country.",neutral,4332
4333,"Moreover, as a tangible form of responsibility-sharing, the centres have given Romania and the Slovak Republic the opportunity to present their contribution to the international protection regime in international fora.",neutral,4333
4334,"Given the current situation in Europe it could be argued that more responsibility-sharing could be expected, and the existence of the ETCs should not absolve these governments of the obligation to provide durable solutions to a greater number of refugees.",neutral,4334
4335,In the words of one interlocutor “there is nothing emergency about this process.”,neutral,4335
4336,"However, although key project positions were filled early, many project initiatives were delayed due to FAO administrative processes and requirements.",negative,4336
4337,"Moreover, some elements of the Project were overly complex and resulted in inefficiencies and delays, particularly in relation to the EMS pilot in Ghana.",negative,4337
4338,Partnerships with government were stronger at local level than at national level and this may have compromised the capacity of the project to influence the wider policy and enabling environment.,negative,4338
4339,Partnership with NGOs was undermined in some cases through short duration letter of agreement contracts.,negative,4339
4340,The quality of monitoring and reporting is mixed at the project level and weak at the programme level.,negative,4340
4341,"The evaluation experienced difficulty in learning what is happening, even at country level.",negative,4341
4342,"The project paper trail is fragmented and difficult to follow, and the lack of formal documented procedures accentuates the problems arising from the very lean management structure.",negative,4342
4343,Decision-making processes are ill-defined and poorly understood.,negative,4343
4344,Formalized and streamlined procedures would also have the potential to reduce transaction costs and potentially attract additional donor funding.,negative,4344
4345,"However, it is seen as especially problematic within FMM.",negative,4345
4346,The FMM resource partners maintain that the problem is procedural rather than caused by erratic funding by the donors.,negative,4346
4347,"Whatever the cause, or combination of causes, it is clear that this is a problem that needs to be addressed.",negative,4347
4348,"However, it is still too early and not yet clear if the work on the IPC Chronic Food Insecurity Classification scale and the nutrition scale will be widely adopted.",negative,4348
4349,"The IPC Chronic scale is a new tool, launched in 2014, and the IPC Nutrition scale is still in development stage, with its release expected in 2016.3",negative,4349
4350,"However, participation at the decision-making level varies from country to country.",negative,4350
4351,"Furthermore, the gender balance among beneficiaries of capacity development efforts was dependent upon the existing staffing structure in ministries of agriculture and NSOs.",negative,4351
4352,The funding gap (USD 3.73 million) at the Global Office level primarily affects the research component.,negative,4352
4353,It could also affect dissemination and field testing of research results on completed work.,negative,4353
4354,Much more follow-up support at country level is needed.,negative,4354
4355,All of this is beyond the current capacity of the GSU.,negative,4355
4356,But it was infrequently cited as a source of information for decision-making and is not currently informing policy.,negative,4356
4357,"It has substantial potential, to complement the AFI and encourage a more holistic analysis of food security, but it is not yet fulfilling that potential.",negative,4357
4358,"In fact ESN has had a number of vacancies, which it used to hire human resources on a short-term basis through consultancy contracts.",negative,4358
4359,"As of February 2018, ESN had seven vacant posts.",negative,4359
4360,A nutrition trust fund set-up by FAO after the ICN2 Conference was never promoted to donors and never accrued to.,negative,4360
4361,"As a result, FAO lacks resources to fund what essentially amounts to a whole new area of work, and ESN has had to absorb an increase in the scope of its work all the while losing some key staff resources.",negative,4361
4362,Many technical units engage in resilience-related policies in a scattered manner.,negative,4362
4363,The different tools and systems developed by FAO for early warning and food security information are still managed in a disperse manner without much integration and synergies between them.,negative,4363
4364,"Similarly, FAO lacks an integrated One Health Strategic Action Plan that would consider all three EMPRES pillars.",negative,4364
4365,Resilience programming is not fundamentally new to FAO.,negative,4365
4366,"The evolution towards development-oriented crisis surveillance, preparedness and response started before SO5.",negative,4366
4367,Insufficient attention has been paid to knowledge management so far.,negative,4367
4368,A reform of the type undertaken by FAO needs a strong knowledge sharing effort and infrastructure.,negative,4368
4369,"This is especially important for SO5, which encapsulates a programmatic shift towards resilience.",negative,4369
4370,"The activities related to the strengthening of the Bocaina Mosaic, including the establishment of a permanent executive structure, were largely based on a misconception at the time the project was conceived.",negative,4370
4371,"This was the failure to recognize the essence of the Mosaic concept, which is consultative, rather than executive.",negative,4371
4372,"Eventually due to the nature of the Mosaic, the many stakeholders involved, political interests and other issues, more conflicts arose and by 2016 the Bocaina Mosaic activities came to a standstill.",negative,4372
4373,BOD (Biological Oxygen Demand) values have not been reduced.,negative,4373
4374,"It was foreseen that the considerable investments in sanitation by the municipalities of Angra dos Reis and Paraty would include sewage water treatment, expectation that did not materialize.",negative,4374
4375,"This can be attributed to the fact that during formulation, the contribution of the municipalities was not made sufficiently specific.",negative,4375
4376,"As a result, the municipalities set priorities within the scope of sanitation, but which did not contribute to the achievement of project objectives.",negative,4376
4377,"However, at project conception it was wrongly considered that the mosaic was to have an executive character, where in reality it is merely consultative.",negative,4377
4378,"Ultimately, activities related to the mosaic came to a standstill and were eventually abandoned.",negative,4378
4379,Conclusion 2.,negative,4379
4380,"The project was not able to deliver significantly on its outputs related to the Bocaina Mosaic, which had serious consequences for achieving improved integrated management of ecosystems of global importance in the Bocaina Mosaic.",negative,4380
4381,Conclusion 5.,negative,4381
4382,The project failed to deliver on the reduction of the BOD values.,negative,4382
4383,The FTPP was designed without a robust results framework or Theory of Change (ToC).,negative,4383
4384,"The ET reconstructed the intended ToC (Figure 2) which shows that the robustness and realism of the intended objectives depended on stakeholders that were not included, namely actors that can reach beneficiaries at the field level, such as non-governmental organizations (NGOs) and community-based organizations (CBOs).",negative,4384
4385,"With very few exceptions, the implementation has not included partners that can facilitate results in the field.",negative,4385
4386,"Moreover, the operational and financial framework lacks effective management and follow-up systems for the projects, and is not well understood by partners, especially regarding the division of roles and responsibilities.",negative,4386
4387,"Despite the gender issues inherent in most projects, for example, no gender analysis was conducted.",negative,4387
4388,"The discussions with stakeholders at all levels revealed a significant gap in capacities, attitudes and knowledge regarding gender equality, as well as how this issue could be addressed.",negative,4388
4389,"The draft policies and strategic plans were either not approved, or the approval was still in process.",negative,4389
4390,The evaluation attributed this issue to a lack of ownership of the documents.,negative,4390
4391,"However, the programme started without either a real design or results-based framework.",negative,4391
4392,"As a consequence of the missing programme framework, the projects lacked coherence and the outputs and outcomes did not lead to the goals initially envisaged for the programme.",negative,4392
4393,"Most of the scattered and small projects were unable to achieve impact in isolation, as the challenges they addressed were often interdependent.",negative,4393
4394,"Moreover, these projects did not collaborate with larger programmes on related issues.",negative,4394
4395,"As a result, some of the achievements (e.g. strategic plans and policies developed) were isolated and disconnected from the programme as a whole.",negative,4395
4396,"This was especially the case for field-oriented programmes, such as cattle production, watershed management and home-based nurseries, where the activities were developed around community organizations.",negative,4396
4397,"Moreover, it was noted that the selection and training process for workshops must ensure that participants will utilise the knowledge provided, and that the target group is well defined to suit the content.",negative,4397
4398,The programme aimed to be demand driven.,negative,4398
4399,"During the first phase, however, the evaluation found low levels of ownership at all levels in the recipient countries.",negative,4399
4400,This will require greater attention to the scale and impact of investment operations than merely stepping up resource mobilization for programme delivery.,negative,4400
4401,"With the private sector playing a significant role in financing the 2030 development agenda, FAO will also need to step up its private-sector engagement.",negative,4401
4402,The main shortcoming affecting the relevance of the projects evaluated was the decision to fund a large number of projects through two different funding windows at the same time.,negative,4402
4403,"This contributed to atomized funding, increased the risk of overlaps and affected the possibility of building mutually reinforcing synergies.",negative,4403
4404,"Furthermore, the vast majority of immediate action projects did not monitor the adaptability and productivity performance of PGRFA.",negative,4404
4405,"This represents a major shortcoming of the immediate action projects considering the high productivity rates of local varieties of beans, maize, millet, potato and sorghum, which could have been of great interest to other immediate action projects (especially in the same regions), and decision makers in building awareness at national level on the importance of PGRFA for sustainable livelihoods and climate change adaptation.",negative,4405
4406,"As a result, the strategic action plans in most cases could not be fully implemented.",negative,4406
4407,"However, the evaluation did identify cases where funded projects are helping to forge new alliances between farmers, NGOs and breeders in the interests of reducing dependency on traditional actors in PGRFA (namely public institutions that have diminishing resources).",negative,4407
4408,Immediate action projects have experienced difficulties in securing adequate funds since project closure.,negative,4408
4409,This has resulted in a large number of farmers discontinuing the use of PGRFA distributed.,negative,4409
4410,"However, taking into consideration the significant budget cuts in the country since 2016, it is probable that the level of replicability will be low in the next few years due to its high cost.",negative,4410
4411,"Regarding the replicability of economic activities, the evaluation was not able to determine their level of profitability at this time as they are still being performed.",negative,4411
4412,"In the majority of cases observed (handicrafts, dyeing of wool, etc.), the indications are that the beneficiaries still require training on topics such as quality control and the sale and marketing of their products and services",negative,4412
4413,"In particular, the conservation and sustainable use of natural resources was mainly focused on the harvesting of water resources in the upper paramo basins and sub-basins and the optimization of their use, the application of a pilot model of compensation mechanisms for the Payment for Environmental Services (PSA).",negative,4413
4414,"In contrast, the conservation of biodiversity and agrobiodiversity in the paramos was much less evident, partly because there was not enough awareness and recognition of their use and function.",negative,4414
4415,"Consequently, for example, it was observed that adaptation to climate change using local resistant crops in order to consolidate the food sovereignty and security of the communities involved in accordance with project objectives and the current legal framework (particularly the Law on Agrobiodiversity and Seeds) was not promoted.",negative,4415
4416,FAO therefore needs to more loudly share lessons from pilot projects and from its experience and expertise.,negative,4416
4417,"This requires a centralized monitoring and evaluation function, better knowledge management and outreach to make sure the lessons learned from TCPs and pilots are integrated into larger donor-funded projects, even if they will not be implemented by FAO.",negative,4417
4418,The Technical Working Group for Agriculture and Water (for which FAO is the lead development partner facilitator) could perhaps be utilized more for this purpose.,negative,4418
4419,It also limited the planned adaptive learning from resilience to climatic change.,negative,4419
4420,Some farmers who were skilled in poultry breeding management were not given birds to breed as anticipated.,negative,4420
4421,"However, the evaluation noted that other mangrove consultation frameworks already existed (for instance the Cameroon Mangrove Network) and the project could have focused on strengthening these networks.",negative,4421
4422,Issues about sustainability arose because these platforms do not have the financial resources to operate.,negative,4422
4423,"Furthermore, the project did not provide for actions to monitor the implementation of their action plans.",negative,4423
4424,"However, the studies carried out by the project did not always highlight gender specificities.",negative,4424
4425,"Finally, at community level, women have been involved to a limited extent, particularly in communal forest inventories and in the executive office of the Manoka Community Forest legal entity.",negative,4425
4426,"However, the design was not well balanced to ensure the adoption of a multisectoral approach in all JRP villages and throughout the duration of the project: the WASH component covered a limited number of villages in a single locality.",negative,4426
4427,A dramatic increase in the number of villages to correct an initial wrong estimate of the population catchment led to a postponement of food security and livelihood activities in about half the targeted villages.,negative,4427
4428,This reduced the integrated dimension of JRP and compromised the quality of some interventions.,negative,4428
4429,"Moreover, some Output 4 and 5 activities were monitored as a package through aggregated indicators that could not provide quantifiable evidence of what exactly was implemented.",negative,4429
4430,Results and effects of activities that just started at the end of 2016 could not be measured through the last follow-up survey in 2016.,negative,4430
4431,These are weak points of the M&E system that constrained the assessment of the scope and effects of the intervention.,negative,4431
4432,The revision of the CAP by technical experts reduced potential ownership and buy-in of the process by the communities.,negative,4432
4433,"However, targets had been discussed at the initial stage, so the CAP created expectations which could in turn generate frustration if targets were laterconsidered not to have been achieved by communities.",negative,4433
4434,This provides lessons on the involvement of communities in the design of future community-based resilience intervention (see Recommendation 3).,negative,4434
4435,"While this could have been an opportunity to strengthen the capacities of ministries to work together and develop multisectoral strategies, JRP did not make the most of it.",negative,4435
4436,"As far as possible, multisectoral programme should address the issue of national institutional mechanisms to implement a multisectoral approach.",negative,4436
4437,"WASH components raised an issue of sustainability, considering there was no effective water management committee, no fees were systematically collected for most water sources and locality services were weak.",negative,4437
4438,"A clear strategy to ensure some sustainability, relying on investment of the communities and included in the CAP should have been defined at design stage.",negative,4438
4439,"Moreover, adequate human resources should be allocated to mobilize communities which are not inclined to pay for water.",negative,4439
4440,"The choice of villages should have been documented in detail to clarify the various criteria used to select villages, the decision-making process and the roles of different actors involved.",negative,4440
4441,There was also a lack of clarity regarding the way project resources were shared between the 75 villages.,negative,4441
4442,"The selection of beneficiaries was left to the to the VDCs who have their own perception of equity, in practice often centred exclusively on balancing support to different tribal components of the community.",negative,4442
4443,"Though this may be a rational choice, it does not reflect the initial JRP criteria.",negative,4443
4444,"An obvious concentration of benefits towards certain individuals who did not necessarily belong to the most vulnerable segments of the population appeared as a risk, besides countering the stated JRP goal of reducing vulnerability.",negative,4444
4445,"Effectiveness at global level suffers from the lack of agreed managerial processes in the Management Committee (MC), limited resources, lack of staff, a lack of implementation of strategic planning and limited review of progress and activities being undertaken.",negative,4445
4446,The MC and the GSC are critical for the functioning of GF-TADs at global and regional level.,negative,4446
4447,"This is reflected in the commitment of its resources (human, financial and organizational) that is ill-defined and too limited to assure achievement of the agreed objectives.",negative,4447
4448,"There are needs for coordination, communication and joint learning expressed by the regions that currently cannot be met.",negative,4448
4449,"Even though farmers who benefitted from the FAO projects were ready to sell their excess produce to earn cash income, this was only possible in the locations where there was a market near the farm.",negative,4449
4450,"In addition to transportation costs, timeliness and quantity of delivery of the produce represented some of the challenges experienced by farmers.",negative,4450
4451,Multi-phased programme is needed in the areas requiring a long-term holistic capacity development while Training of Trainers helped utilize small training budgets effectively.,negative,4451
4452,Plans to hand over the field-tested prototype technology to the private sector for commercial distribution was underway as an exit strategy.,negative,4452
4453,A confounding finding (from analysis of CASU monitoring data) is that the amount of land put under legumes with conventional practices increased during the project period.,negative,4453
