segment,sentiment,embeddings,cluster,x,y,id,props
"Another important benefit of the GFM is vehicle standardization which increases efficiency and reduces costs related to management, training, maintenance and repairs because vehicles are fitted with the same components and equipment.",positive,[ 2.6883152 -1.4179467 -2.1833591],2,-5.615920543670653,0.0492775812745094,3032,"[0.9855978, 0.005693004, 0.008709191]"
"Initially set at 33.84 percent of the total procurement cost, the yearly rental fee decreased to 19 percent in 2018.",positive,[ 2.5288222 -1.5862186 -1.5951748],2,-3.1778883934021,-1.1185311079025269,3033,"[0.9830595, 0.007712495, 0.009228034]"
"In addition to monetary benefits accrued through the internal rental scheme, the centralization of the fleet management function resulted in a more simplified and standardized procurement process for light vehicles.",positive,[ 1.5103543  -0.11314183 -2.318552  ],2,-1.4113162755966189,4.947803974151611,3034,"[0.9864839, 0.007638912, 0.005877237]"
"Centralized disposal has had two positive, unexpected results.",positive,[ 2.9823797 -1.6887016 -2.0766864],2,-5.717742443084718,-1.874642968177796,3035,"[0.992161, 0.0054294844, 0.002409526]"
"Through these joint auctions, GFM generated net revenue of USD 3.4 million for its partners.",positive,[ 3.1376715 -1.6528013 -2.234601 ],2,-6.727235794067383,-1.5369166135787964,3036,"[0.98963565, 0.0070479293, 0.0033163405]"
"Thanks to the implementation of the disposal policy, the average fleet age decreased from 5.22 years in 2013 to 3.86 years in 2017.",positive,[ 2.996408  -1.4397924 -2.5332148],2,-7.456696033477782,-0.0645442605018615,3037,"[0.9899026, 0.0077394205, 0.002358022]"
GFM provides valuable support to country operations and communication is generally fluid during all steps of the vehicle procurement and disposal processes.,positive,[ 3.0306199 -1.9486239 -2.0168822],2,-5.296133041381836,-2.744515895843506,3038,"[0.9929276, 0.003890092, 0.0031822913]"
The evaluation found that drivers know they are now being monitored by the VTS and therefore have adopted safer behaviors.,positive,[ 2.164349   -0.74585503 -2.3424227 ],2,-4.092282772064209,2.485461711883545,3039,"[0.9907416, 0.0046876282, 0.004570804]"
"Overall, the evaluation concludes that the benefits of GFM clearly outweigh its costs.",positive,[ 2.7550294 -0.9880652 -2.7640285],2,-6.562373638153076,1.9133931398391724,3040,"[0.9900461, 0.0054416037, 0.004512408]"
"UNHCR, as lead for the Global Protection Cluster, provides further basis for seeking this more direct engagement in the PoC process.",positive,[ 1.2937192  0.3992696 -2.608385 ],2,-0.7563440203666687,6.524423599243164,3041,"[0.52326226, 0.46139705, 0.015340757]"
"On 14 April, UNHCR issued its own Appeal for Haiti.",positive,[ 1.3925161  0.5432757 -2.8212113],2,-0.9806024432182312,7.081978797912598,3042,"[0.8980693, 0.09679527, 0.005135367]"
"Similarly, under CERF, the same cluster only had received 1.6 % ($212 million) of grants made.",positive,[-0.19521125  0.80854034 -0.9194297 ],2,3.099024534225464,5.511262893676758,3043,"[0.07826182, 0.026142737, 0.89559543]"
"Now, the High Commissioner proposes to change that, by making a more predictable commitment by the Office to be Lead of the Protection Cluster at the country level in natural disasters.",positive,[-0.5079386  1.8307481 -1.7331487],1,5.618727684020996,11.597905158996582,3044,"[0.035377134, 0.93982995, 0.024792966]"
The recently introduced new budget structure with a Fourth Pillar reserved for IDP projects ensures that these positive steps are even further safeguarded.,positive,[ 3.1168218 -1.472287  -2.5375326],2,-7.913277626037598,-0.3766880929470062,3045,"[0.99255824, 0.004554298, 0.002887388]"
"It constituted a flexible means of support which has provided IDPs with a degree of autonomy in determining and (to the extent possible) addressing priority needs, something which was not available to them in the closed camps.",positive,[-0.21319704  1.1987599  -1.3455734 ],1,5.298465251922607,9.244662284851074,3046,"[0.9926415, 0.0029715637, 0.004386963]"
"In addition to its immediate value in cushioning the impact of return, it has enabled UNHCR to monitor the return process and to identify and, where possible, respond to the needs of those returnees requiring further support, including separated and unaccompanied children and those with separated family members.",positive,[ 0.5448179  0.9665396 -2.2302713],2,1.6143698692321775,8.11243724822998,3047,"[0.9912048, 0.00614275, 0.0026524356]"
"Arrangements made with the Bank of Ceylon for the payment of the grant have on the whole worked well, with mobile banking units reaching the majority of returnees within a few days of return.",positive,[ 3.138826  -1.3787978 -2.7909293],2,-8.346580505371094,0.3279138803482055,3048,"[0.99283737, 0.0038763962, 0.0032862613]"
"Nonetheless, field staff responded rapidly and effectively, and succeeded in re-orienting their activities appropriately.",positive,[ 3.3052497 -2.0911613 -2.2809048],2,-6.87800407409668,-3.3564274311065674,3049,"[0.9932806, 0.0033417356, 0.0033776818]"
The presence of international NGOs in return areas would make an important contribution to addressing such gaps.,positive,[-0.21212557  1.1588302  -1.5978496 ],1,4.725047111511231,9.298213005065918,3050,"[0.16331924, 0.7998608, 0.036820017]"
"Procedures have been developed to ensure that the grant is accessible to female headed households, and arrangements have been made for unaccompanied and separated children, the disabled and others with specific needs.",positive,[ 1.7332978 -0.713488  -1.7893202],2,-3.2011587619781494,1.6925429105758667,3051,"[0.9933263, 0.004435864, 0.0022378273]"
"Importantly, development actors including the World Bank and Asian Development bank are already present and engaged, and plan to undertake further cash-based projects.",positive,[ 2.608058  -1.1711917 -2.3688986],2,-5.297704219818115,1.1743425130844116,3052,"[0.9738825, 0.023208883, 0.0029086738]"
"There is an evident need to address these difficulties, consolidating, capitalizing upon and extending the progress that has been made in recent years and ensuring that it is sustainable.",positive,[ 1.0102026  0.7757012 -2.7327821],2,-0.1540628224611282,7.596201419830322,3053,"[0.9852962, 0.011641234, 0.003062554]"
"Crucially, it was designed around a framework enabling the rapid transfer from the point of initial reception to centres in other parts of Italy, within the mainstream asylum and migration system.",positive,[ 3.089672  -1.9608107 -2.029388 ],2,-5.3113975524902335,-2.802241086959839,3054,"[0.98857844, 0.0047486434, 0.006672882]"
It also enabled UNHCR to contribute with added authority to discussions on policy-related issues at a time when the national system for reception of asylum seekers was being elaborated and strengthened.,positive,[ 0.16886345  1.2935519  -2.087666  ],1,3.2202365398406982,9.590837478637695,3055,"[0.99180377, 0.0049569146, 0.003239381]"
"It is essentially an operational tool, which has proved to be effective in enhancing the protection of asylum seekers and migrants and facilitating their access to appropriate legal and administrative channels.",positive,[ 2.8174863 -1.0515623 -2.8325949],2,-6.780097007751465,1.8423542976379401,3056,"[0.9922185, 0.0055536726, 0.002227804]"
"Taking advantage of US and international interest in the Iraqi situation, the organization mobilized substantial resources, rapidly scaled up its activities, deployed high-quality teams to the field and addressed the specifically urban characteristics of the operation in an innovative and flexible manner.",positive,[ 2.3434691  -0.39880297 -3.0817904 ],2,-4.679106712341309,4.281824588775635,3057,"[0.98758906, 0.010146684, 0.0022642848]"
"As a result of these activities, as well as the administration of a large refugee resettlement programme and the provision of extensive support to national structures that provide services to refugees, the protection space available to Iraqi refugees in Jordan, Lebanon and Syria has expanded considerably.",positive,[ 1.2365534  0.7402168 -3.0699387],2,-0.6819028258323669,7.359897136688232,3058,"[0.8918956, 0.10430098, 0.0038034215]"
The impact results apply to a small number of PoC in each programme.,positive,[-1.2787989   1.5562999  -0.45793933],0,9.945858001708984,7.508425235748291,3059,"[0.07739098, 0.80670756, 0.1159015]"
The ET finds one of the best ways to promote protection for refugees is through livelihoods.,positive,[ 2.6591175 -0.8178224 -2.791334 ],2,-6.345143795013428,2.260926485061645,3060,"[0.9893792, 0.00858461, 0.002036208]"
"As a result of this, refugees feel better able to cope with daily challenges as well as significant household shocks (like sickness or death) by accessing support from friends and neighbours.",positive,[ 2.036254   -0.19313058 -3.1502469 ],2,-3.8744380474090576,5.01104736328125,3061,"[0.97882825, 0.017214738, 0.003957057]"
"In Turkey, for example, there is a small yet highly capable livelihoods team; they have built a referral pathway with protection teams in order to promote lasting employment with the most vulnerable PoC.",positive,[ 2.445293  -2.1013377 -0.7758259],2,-1.7020422220230105,-2.1083474159240723,3062,"[0.97948, 0.0061542816, 0.014365768]"
The ET recognizes the cash and livelihoods teams have already started working together on this issue.,positive,[ 1.9317234  -0.22964011 -2.7136033 ],2,-3.2113029956817627,4.630134105682373,3063,"[0.9090718, 0.085847236, 0.0050809835]"
"UNHCR has been able to improve its household-level data collection expertise and capacity through partnership with the World Bank Joint Data Centre, and there may be additional opportunities for joint monitoring.",positive,[ 2.648559  -0.8924603 -2.7925377],2,-6.300859928131104,2.187192678451538,3064,"[0.9927129, 0.0050773504, 0.0022096923]"
"Many operations appreciated the structure provided by the MC, which improved the design, efficiency, and quality of activities.",positive,[ 3.310296  -1.934633  -2.1616626],2,-6.392220973968506,-2.979395866394043,3065,"[0.9922011, 0.00447695, 0.0033218346]"
"Finally, UNHCR should continue to do protection work with an economic inclusion lens, though careful not to over-protect, as building livelihoods involves an empowerment mind-set.",positive,[ 1.3078674   0.02588854 -2.1578512 ],2,-0.6266750693321228,5.268263339996338,3066,"[0.78003377, 0.182467, 0.037499294]"
"The programmes are learning and adapting from the new ways of working with private sector, financial service providers, and various government entities.",positive,[-0.15094373  1.5654036  -2.1408505 ],1,3.674733877182007,10.672269821166992,3067,"[0.9903841, 0.007263357, 0.0023524894]"
"This is a role that should be harnessed by UNHCR as a whole, not just through its livelihoods unit, and it will strengthen its credibility with partners and donors.",positive,[-0.6323688  1.8850336 -1.7260873],1,5.980180740356445,11.971883773803713,3068,"[0.9537769, 0.040466733, 0.005756406]"
"Across data sources, the livelihood programmes are shown to positively contribute to household well-being and protection outcomes: e.g., food security, education of children, safety, reduced sexual and gender-based violence (SGBV), and empowerment.",positive,[ 3.143083  -1.525959  -2.6316423],2,-8.059187889099121,-0.3882085084915161,3069,"[0.99306244, 0.004545019, 0.0023925146]"
Savings groups provide finance and social protection in Tanzania: “Organizing saving groups has been effective in providing not only economic benefit through access to informal finance but also social protection among refugees.,positive,[ 2.269187  -0.4576834 -2.6847134],2,-4.518331527709961,3.596771240234375,3070,"[0.9807844, 0.015711095, 0.0035045561]"
Recognized refugees may also access micro-credit under the same criteria as nationals.”,positive,[-0.2598339  1.6527209 -1.8553004],1,4.710967540740967,11.04183864593506,3071,"[0.360078, 0.6203708, 0.019551175]"
"All case studies collected primary qualitative data from beneficiaries and stakeholders, which confirmed the above results that some beneficiaries have indeed increased their income, improved the well-being of their household, and created employment for others, though the measurable economic impacts are small overall.",positive,[ 1.1766485   0.12630862 -2.2989447 ],2,-0.572814404964447,5.7474470138549805,3072,"[0.9877182, 0.0070193973, 0.0052624373]"
"Livelihood interventions are therefore being delivered in a fragile and conflict-affected setting that is fluid, unpredictable and complex.",positive,[-1.342439    1.483528   -0.23838747],0,9.994958877563477,6.758366584777832,3073,"[0.97012514, 0.025256094, 0.004618739]"
The technical and vocational training has provided asylum-seekers and refugees with skills and social networks through which many have found employment opportunities.,positive,[ 2.1023793  -0.32752028 -3.106945  ],2,-4.132636547088623,4.769979953765869,3074,"[0.9803719, 0.017287726, 0.0023404763]"
The programme has promoted peaceful co-existence among refugees and host communities through formation of farmer cooperatives that comprises both population groups.,positive,[ 2.5868425 -0.8400826 -2.7160838],2,-5.943626403808594,2.1726694107055664,3075,"[0.9886115, 0.009490032, 0.001898505]"
PoC have diversified their livelihoods activities from proceeds earned from the livelihoods programme.,positive,[ 1.6685736  -0.17234491 -2.6597915 ],2,-2.6412272453308105,5.217534065246582,3076,"[0.98858285, 0.008893122, 0.0025240819]"
The programme has worked with the national Vocational Qualifications Authority to ensure PoC have access to the certifications and employment that match their skills and experience.,positive,[ 3.0585413 -1.7468367 -2.0408342],2,-5.711960315704348,-2.044231414794922,3077,"[0.98657876, 0.009066462, 0.004354727]"
"Many programmes have adapted their livelihood activities to improve livelihood and protection outcomes, such as clearly linking vocational training to job markets, promoting the integration of refugee and host communities, and making adjustments to financial inclusion activities to achieve positive results.",positive,[ 2.8191147 -1.1134641 -2.742619 ],2,-7.161746978759767,1.2403697967529297,3078,"[0.9921927, 0.005964803, 0.0018425693]"
It takes time to see with an economic and empowering lens.,positive,[-0.9846874  2.3695734 -1.6629143],1,7.917391777038574,15.181925773620605,3079,"[0.9874586, 0.006293085, 0.0062482967]"
"Overall, the ET finds the shift to the Minimum Economic Recovery Standards (MERS) for guidance in cases of future livelihoods programme implementation (direct or funded through partners) to be appropriate.",positive,[ 3.2024536 -2.0553176 -2.0041344],2,-5.459929466247559,-3.3159255981445312,3080,"[0.9920797, 0.0033451777, 0.004575208]"
"Most UNHCR livelihood operations acknowledge the important role UNHCR has in coordination with government and development actors, including advocacy for policies at the national level.",positive,[ 2.4051208 -0.6197956 -2.7875743],2,-5.157543659210205,3.679289102554321,3081,"[0.87480587, 0.12004715, 0.0051469672]"
Other themes on why UNHCR should be involved in livelihoods include: UNHCR can drive policy on economic inclusion.,positive,[ 0.99754107  0.45292956 -2.2352462 ],2,0.247024193406105,6.096602916717527,3082,"[0.24523292, 0.73446935, 0.020297782]"
"From the resilience point of view, UNHCR is a crucial actor in developing the pathway to resilience and lasting solutions for refugees, and in being a bridge in the humanitarian-development nexus for refugees.",positive,[ 0.49800852  1.2748438  -2.610465  ],2,1.306995511054993,8.689010620117188,3083,"[0.9324687, 0.06365262, 0.003878639]"
"With few exceptions, the Branch Office has also established a firm working relationship with relevant NGOs.",positive,[ 3.146824  -1.766324  -2.3806005],2,-7.119773864746094,-1.6635935306549072,3084,"[0.9934789, 0.0044662016, 0.002054913]"
"As a result of its monitoring and advocacy activities, the Branch Office has also made progress in addressing protection gaps.",positive,[ 3.4392762 -2.0931346 -2.2437851],2,-6.877457141876223,-3.3675310611724854,3085,"[0.9936766, 0.0032459002, 0.0030775135]"
"It has, for example, been successful in assuring that all those who are held in detention centres receive written information regarding their right to seek asylum.",positive,[-0.6424959  1.9915624 -1.7374244],1,6.001435279846191,12.392314910888672,3086,"[0.9908454, 0.003844279, 0.005310324]"
"Among the major examples is the resettlement of Bhutanese refugees from Nepal, in which a multi-lateral effort with a Core Group of resettlement countries at its heart, set out over several years to change the nature of a protracted crisis by using resettlement to leverage returns to Bhutan and local integration in Nepal for those who remained.",positive,[ 2.8170507 -1.199188  -2.2004614],2,-5.6897149085998535,0.3689069151878357,3087,"[0.95954555, 0.03530033, 0.0051541436]"
"Resettlement countries are all on board with the concept, and that is an achievement in itself.",positive,[ 1.2520808  0.5631905 -2.8515832],2,-0.7805386781692505,7.250817775726317,3088,"[0.99095166, 0.0069202404, 0.0021281156]"
"There are few, if any, examples of SUR on which there is wide agreement that a situation started out as a case in which SUR would be applied, with specific goals, and there is agreement that those goals were achieved.",positive,[ 0.19271098  0.72170967 -1.3285141 ],2,2.6728591918945312,5.8610596656799325,3089,"[0.964406, 0.006355341, 0.029238647]"
SUR has been useful in bringing resettlement countries together in some situations.,positive,[ 2.4510775 -1.3421443 -1.7284439],2,-3.348287343978882,-0.591025173664093,3090,"[0.9894063, 0.0059422203, 0.0046514827]"
The international community has become more sensitized to development challenges posed by conflict and displacement; this is inter alia reflected in the Principles for Good International Engagement in Fragile States and Situations adopted in 2007.,positive,[ 0.19009548  1.1352104  -1.8416915 ],1,3.634735822677612,8.845999717712402,3091,"[0.7331931, 0.2544364, 0.012370457]"
"The speed of this response, and its focus on the protection of the new arrivals, helped to prevent the crisis from becoming a humanitarian catastrophe.",positive,[ 1.1399363  0.6024597 -2.6202397],2,-0.3242614567279815,7.03594970703125,3092,"[0.99022955, 0.006386507, 0.0033838695]"
UNHR subsequently distributed improved models.,positive,[ 2.060672 -1.446851 -1.015105],2,-1.88081157207489,-1.28236985206604,3093,"[0.96929324, 0.0110443365, 0.019662315]"
"As well as enabling many thousands of third country nationals to return to their homes, the evacuation programme assisted UNHCR in its efforts to secure continued access to refugees and asylum seekers in both Egypt and Tunisia.",positive,[ 2.551264  -0.6731349 -2.8621912],2,-5.30425500869751,3.710216999053955,3094,"[0.9892447, 0.008199801, 0.0025554667]"
"Despite these challenging circumstances, within 72 hours of receiving requests for support from the Egyptian and Tunisian governments, UNHCR had sent appropriately skilled staff members to the field and initiated operational activities such as the pitching of 1,500 tents.",positive,[ 2.3061247 -0.2923607 -3.1665604],2,-4.634381294250488,4.3346471786499015,3095,"[0.9912771, 0.0068846364, 0.0018382726]"
"In both countries, low mortality and morbidity rates were recorded, due in large part to both the quality and quantity of assistance they received but also to the good health and nutritional status of the refugees and migrants upon arrival.",positive,[ 0.780282    0.95408535 -2.6469357 ],2,0.7833426594734192,8.247113227844237,3096,"[0.9658807, 0.031018611, 0.0031007053]"
Many interviewees credited the UNHCR leadership as having been instrumental to negotiate this wider humanitarian space with ARRA.,positive,[ 1.4498564   0.31806824 -2.829263  ],2,-1.5928460359573364,6.5974674224853525,3097,"[0.8455023, 0.147311, 0.0071867686]"
A hot meal was provided and efforts were made in May and June to improve the frequency and duration however it was only in early July that it became possible to extend the hot meal program for refugees for the duration of their stay in the transit centre.,positive,[-0.5633316  2.0859325 -1.7599888],1,5.8388938903808585,12.430809020996096,3098,"[0.97595257, 0.019745236, 0.0043021925]"
"Overall, the response was appropriate in terms of the package of assistance provided, with the prioritisation of providing the key lifesaving interventions.",positive,[ 2.7600863 -1.4065635 -2.1608114],2,-5.58506965637207,-0.0559842512011528,3099,"[0.99260676, 0.003280185, 0.0041131224]"
"This gap could now be usefully filled through information sharing, counseling and referrals at any stage of the procedure.",positive,[ 1.3383545  -1.8778446  -0.00206529],4,2.2781789302825928,-1.5251291990280151,3100,"[0.9395752, 0.010168642, 0.050256163]"
"With this in mind, the evaluation finds that UNHCR ROSA has invested tremendous efforts and shown commendable commitment in trying to make a contribution towards addressing xenophobia in the country.",positive,[ 3.2520986 -1.855986  -2.3398175],2,-7.286153316497803,-2.176053285598755,3101,"[0.9924597, 0.0042723767, 0.0032679052]"
"NHCR has collected and organised vast amounts of data on the refugees and their social, economic, and developmental needs.",positive,[ 1.8895113  -0.06576272 -2.970163  ],2,-3.4667961597442627,5.2640910148620605,3102,"[0.9141517, 0.08210237, 0.0037459184]"
"When High Commissioner Guterres noted in 2006 that ""Age, gender and diversity mainstreaming should really change the way we do business"", this acknowledged that the AGDM strategy implied a dramatic shift in concepts, approaches, and work methods.",positive,[ 0.01050771 -0.21206443  0.20713782],3,4.643424034118652,-0.7778497338294983,3103,"[0.94253474, 0.043278057, 0.014187205]"
"Fifty per cent of questionnaire survey respondents felt that PAs had improved programme and protection responses to a large extent, and 32% felt that PAs have partially improved these responses.",positive,[ 3.133342  -1.6193525 -2.4622715],2,-7.833668231964111,-0.9848811030387878,3104,"[0.99219537, 0.0039686956, 0.0038358916]"
Sixty four per cent responded positively as to whether their experience of PAs had changed their own attitudes and assumptions about working with persons of concern.,positive,[ 2.487366  -0.9224413 -2.5494208],2,-5.4355502128601065,2.1131856441497803,3105,"[0.9859677, 0.0044734953, 0.00955891]"
Given sufficient investment it will be possible for UNHCR to keep progressing towards an organisation that can adequately mainstream AGD.,positive,[-0.9485721  1.7233697 -1.0195827],1,8.361086845397951,10.724077224731444,3106,"[0.9466075, 0.040628523, 0.012764103]"
AGDM was viewed as having supported capacity to take a rights and community based approach with all persons of concern.,positive,[ 2.9792442 -1.6401436 -2.303212 ],2,-6.7522687911987305,-0.849661648273468,3107,"[0.99303293, 0.0040022065, 0.0029648845]"
"All evaluation data sources point towards the conclusion that, given the right context, AGDM can support significant improvements in the assistance and protection situation.",positive,[ 3.0985165 -1.8501004 -2.1349974],2,-5.793547630310059,-2.476104259490967,3108,"[0.9858766, 0.0058860816, 0.008237319]"
"Within the IASC Cluster approach, PAs have been used successfully in a number of operational contexts to bring together other UN agencies around a common assessment framework that identified cross-cutting issues of age, gender and diversity.",positive,[ 3.285468  -1.8975168 -2.2650387],2,-6.829853057861327,-2.6904642581939697,3109,"[0.99274606, 0.0037103991, 0.003543433]"
"Donors such as the U.S., Canada, Denmark and the UK have also placed a great deal of importance on the success of the AGDM strategy through their funding framework agreements.",positive,[ 2.7451746  -0.83613735 -2.8089652 ],2,-6.4347662925720215,2.2100579738616943,3110,"[0.9615115, 0.03544785, 0.0030406292]"
"Overall, the evaluation finds that the AGDM Strategy has led, in many operations, to specific targeted actions that address the heightened protection risks of specific groups, based on protection gaps identified through PA findings.",positive,[ 2.6352367 -1.1007826 -2.515628 ],2,-5.6284894943237305,1.428168773651123,3111,"[0.9760947, 0.008196074, 0.015709238]"
The majority of respondents felt that all AGDM elements had been mainstreamed to a large extent or fully into the work of their UNHCR operations.,positive,[ 2.3220172 -1.5480595 -1.5644629],2,-2.799703598022461,-1.0345193147659302,3112,"[0.9885533, 0.0044751097, 0.006971591]"
"The evaluation finds that there is no operational context in which the AGDM Strategy and the PA tool or a participatory approach related to it have not been both feasible and potentially beneficial to enhancing UNHCR's protection role and programming, provided that they are well adapted to the local context.",positive,[-1.21696   -1.0154046  2.720923 ],0,10.01203155517578,-5.40258264541626,3113,"[0.110862516, 0.026287619, 0.86284995]"
The introduction of AGDM itself was seen by a majority of questionnaire respondents to have increased their capacity.,positive,[ 2.0203123  -1.9295355  -0.56735843],2,-0.9657888412475586,-1.7974990606307983,3114,"[0.9873767, 0.0033067376, 0.009316561]"
"FPCs have performed most consistently well in their support to service delivery, in providing protection analysis and, linked to this, support to advocacy on the protection of civilians.",positive,[ 3.289987  -2.0565078 -2.0032291],2,-5.445528984069824,-3.3448987007141118,3115,"[0.9919046, 0.004644527, 0.0034508975]"
"While some FPCs have engaged across clusters and reviewed proposals, collaboration was most successful when support was demand-driven.",positive,[ 0.32962784  0.60795134 -1.5308249 ],2,2.402496337890625,5.788300514221191,3116,"[0.9611269, 0.006721204, 0.03215189]"
"During the period under evaluation, the GPC has been strengthened and has undergone a re-organisation, and there have been efforts to strengthen the effectiveness and predictability of leadership at the field level.",positive,[ 3.2971997 -1.9241977 -2.3065138],2,-6.9139161109924325,-2.699507713317871,3117,"[0.9930293, 0.0048611984, 0.0021094587]"
"UNHCR has strengthened its resourcing of the cluster with more dedicated posts at field level, particularly in large, complex emergencies.",positive,[ 0.07504941  0.11016035 -0.2148347 ],2,2.924217700958252,4.2545318603515625,3118,"[0.9894679, 0.0072411383, 0.0032909398]"
"While UNHCR has supported the GPC in undertaking a range of advocacy initiatives in support of the centrality of protection, the support and guidance given to the drafting and publication of the IASC Policy has been the most significant achievement.",positive,[ 3.0602608 -1.4326782 -2.7888875],2,-8.320942878723145,0.2875866889953613,3119,"[0.9860693, 0.011735032, 0.0021956642]"
They were considered by country offices to be relevant to national contexts and compatible with government approaches.,positive,[ 2.5168266  -0.89952534 -2.6223488 ],2,-5.537664890289307,2.1411540508270264,3120,"[0.98833174, 0.0031449038, 0.008523357]"
The process of support to adaptation was appreciated by country offices.,positive,[ 2.0495172  -0.42534426 -2.5100307 ],2,-3.120476245880127,4.246438026428224,3121,"[0.9937976, 0.0037411556, 0.0024612623]"
"The approaches set out in the strategies are well-aligned with relevant current international agendas, emphasise partnerships and the need for a multisectoral approach, and are coherent with international law on refugees and relevant international targets and conventions.",positive,[-0.02885986  1.5554589  -2.1355424 ],1,3.401961088180542,10.312503814697266,3122,"[0.99318093, 0.003655193, 0.0031638397]"
"In relation to the inclusion of activities in COPs, the SGBV Strategy had the greatest influence, while being a SGBV Strategy pilot country increased the likelihood that Child Protection activities were incorporated in the COP.",positive,[ 1.1234032  0.5347313 -2.642542 ],2,-0.3428453803062439,6.980703830718994,3123,"[0.98865604, 0.006091316, 0.0052526304]"
"The organization committed resources, expertise and leadership to ensure this response was successful, demonstrating what can be achieved when everyone works together.",positive,[ 2.090973  -0.3318679 -2.872817 ],2,-4.026391983032228,4.593303680419922,3124,"[0.99194336, 0.0050288034, 0.0030278726]"
"Mortality was kept under emergency thresholds for most of the first year, and morbidity has declined significantly as has malnutrition.",positive,[ 1.8335532 -1.6012739 -0.7699051],2,-1.0656319856643677,-1.5246531963348389,3125,"[0.9909785, 0.0051005357, 0.0039209565]"
"The evaluation notes that the organization rapidly increased its operations starting around 21 September 2018, airlifting supplies, opening a transit centre and eventually becoming responsible for half of the massively expanded refugee population.",positive,[ 1.2365509   0.38945088 -2.506424  ],2,-0.6523857712745667,6.435293674468994,3126,"[0.8254636, 0.16831373, 0.0062227305]"
"It commissioned, together with IOM, a geospatial hazard mapping that made the risks and the urgency clear, convincing policymakers to act.",positive,[ 3.1569767 -1.8658835 -2.131627 ],2,-5.874881744384767,-2.7324533462524414,3127,"[0.98836577, 0.0071390555, 0.0044951276]"
"This led to the formulation of a well thought through and executed strategy, backed by HQ decisions that prioritized delivery and made sure that resources were available.",positive,[ 3.0887272 -1.9473875 -1.9497402],2,-5.033045768737793,-2.7275140285491943,3128,"[0.99282783, 0.004280484, 0.0028916753]"
Two notable examples include the agreement of the Government of Bangladesh to commit to register all new births; and the advocacy within the UN community for the need of a proper assessment by a multi-agency task force and to hear the voices of the refugees before considering any potential relocation to the Bhasan Char island.,positive,[ 2.692484  -1.5373644 -1.7153916],2,-3.5306038856506348,-1.2201746702194214,3129,"[0.9837114, 0.01015817, 0.00613045]"
These teams are continuing to increase referrals and raise awareness on services and protection risks.,positive,[ 3.2251954 -1.7598305 -2.294239 ],2,-7.117837905883789,-1.858929991722107,3130,"[0.9907479, 0.0069839805, 0.0022681006]"
"This can be seen both in the early involvement of the World Bank and in the statements of the High Commissioner and other senior officials, as well as in the strategic engagement of UNHCR within Myanmar, alongside UNDP, in encouraging and helping to create conditions conducive for return.",positive,[ 2.1638875  -0.52996117 -2.5985367 ],2,-4.328386306762694,3.2659506797790527,3131,"[0.98009574, 0.015983922, 0.0039202776]"
Such a strategic focus is in line with recent policy developments such as the 2016 New York Declaration and the Comprehensive Refugee Response Framework (CRRF) that call for responsibility sharing in responding to refugee situations.,positive,[ 1.3677887   0.29042917 -2.6482956 ],2,-1.1132985353469849,6.43122673034668,3132,"[0.94554055, 0.04942091, 0.005038628]"
UNHCR has continuously reaffirmed that voluntary repatriation could be facilitated if the conditionsin Myanmar became conducive.,positive,[ 1.8194793  -0.09971732 -2.7833717 ],2,-3.1093256473541264,5.349137783050537,3133,"[0.98824257, 0.009144797, 0.0026126164]"
"Recognizing early on that even if return was swift and well organized it would take time, UNHCR has invested in durable infrastructure and prioritized protection, safety and public health.",positive,[ 0.35643098  0.51263195 -1.4065871 ],2,2.339118480682373,5.679708003997803,3134,"[0.9930588, 0.0045520924, 0.00238903]"
The response of UNHCR as the UN mandated refugee agency has also been largely effective and successful in the first year.,positive,[ 3.4260273 -1.7520213 -2.6431608],2,-8.600686073303223,-1.409965991973877,3135,"[0.9932634, 0.0049832943, 0.0017533285]"
The response to the Rohingya refugee crisis saved lives and reduced suffering.,positive,[ 1.2613292   0.09555335 -2.1022165 ],2,-0.5051283836364746,5.317697525024414,3136,"[0.96483105, 0.03168418, 0.003484742]"
The fact that such a tragedy did not occur is a testament to an effective response.,positive,[ 2.8867583 -2.083909  -1.5332501],2,-3.323718786239624,-2.782583236694336,3137,"[0.97869587, 0.01785273, 0.003451305]"
UNHCR also took a leading role in the monsoon preparedness in close coordination with other agencies.,positive,[ 2.0253615  -0.15892099 -2.852169  ],2,-3.701424360275269,4.85930061340332,3138,"[0.9855951, 0.011757584, 0.0026472975]"
UNHCR has also achieved several other protection outcomes.,positive,[ 2.9967604 -1.5944431 -2.108396 ],2,-5.738418102264402,-1.7423083782196045,3139,"[0.99210346, 0.0044143423, 0.0034821704]"
"Throughout the first year, UNHCR-run community-based protection teams of refugee volunteers within the camps have made significant progress and gained traction.",positive,[ 2.891162   -0.88952357 -3.0727248 ],2,-6.979855537414551,2.180594682693481,3140,"[0.9909757, 0.0071229055, 0.0019014268]"
"Through the Protection Working Group (PWG), which it leads, UNHCR has consistently pushed for protection to be the central consideration in all aspects of the response.",positive,[ 2.217526   -0.50231856 -2.7881408 ],2,-4.520356178283691,3.7968256473541264,3141,"[0.8847953, 0.109705076, 0.005499627]"
